customer_id,customer_label,rm_id,region,sector,size_band,legal_form,onboarding_date,relationship_tenure_months,annual_turnover_try,employees,exporter_flag,importer_flag,digital_engagement_score,contact_permission,preferred_channel,data_class,pd_12m,internal_rating,days_past_due,stage,kyc_review_due_date,aml_alert_priority,beneficial_owner_complete,financials_fresh_flag,data_class_risk,inflow_6m_try,outflow_6m_try,pos_volume_6m_try,payroll_6m_try,fx_inflow_6m_try,fx_outflow_6m_try,trade_flow_6m_try,average_deposit_balance_try,average_loan_balance_try,digital_transaction_count_6m,products_held,bank_exposure_try,relationship_income_try,products_held_list,last_interaction_date,interactions_12m,days_since_interaction,relationship_depth_score,wallet_share_proxy,kyc_overdue_days
SME000656,Synthetic SME 000656,RM041,Marmara,Construction,MICRO,LIMITED,2017-11-22,104,18301844.740000,4,True,True,22.930000,True,BRANCH,DERIVED_ANALYTICS,0.091039,R06,5,1,2026-07-18,NONE,True,True,CONTROLLED_SYNTHETIC,9658279.300000,8823221.310000,443751.770000,909325.460000,2889358.640000,3024091.050000,3677783.010000,302537.486667,1246181.168333,210,2,5874241.980000,168194.350000,PAYROLL_SERVICES|WORKING_CAPITAL_LOAN,2025-12-21,1,242,41.990000,0.917041,33
SME000657,Synthetic SME 000657,RM009,Marmara,Professional Services,MICRO,LIMITED,2021-12-20,55,3425174.910000,7,False,False,53.200000,True,RM_CALL,DERIVED_ANALYTICS,0.036784,R03,5,1,2027-06-09,NONE,True,True,CONTROLLED_SYNTHETIC,1682520.200000,1499799.460000,92561.830000,1523151.350000,0.000000,0.000000,0.000000,63950.455000,179261.670000,460,1,78664.280000,3598.650000,TERM_DEPOSIT,2026-07-13,5,38,20.240000,0.065619,0
SME000658,Synthetic SME 000658,RM016,Mediterranean,Transportation,SMALL,JOINT_STOCK,2016-01-22,126,30850658.840000,13,False,False,74.970000,True,BRANCH,DERIVED_ANALYTICS,0.081038,R05,0,1,2027-07-15,NONE,True,True,CONTROLLED_SYNTHETIC,17534464.030000,15529098.920000,920465.850000,2601136.020000,0.000000,0.000000,0.000000,482893.900000,1409081.386667,780,1,0.000000,0.000000,FX_RISK_MANAGEMENT,2026-06-18,3,63,26.500000,0.000000,0
SME000659,Synthetic SME 000659,RM036,Marmara,Wholesale Trade,MICRO,SOLE_PROPRIETOR,2023-05-17,39,10954449.070000,3,False,False,88.090000,True,BRANCH,DERIVED_ANALYTICS,0.083903,R05,0,1,2027-02-08,NONE,True,False,CONTROLLED_SYNTHETIC,5560421.890000,5048924.140000,234667.880000,602030.970000,0.000000,0.000000,0.000000,283355.160000,451348.868333,927,2,9917673.600000,156534.900000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT,2026-05-28,4,84,47.640000,1.000000,0
SME000660,Synthetic SME 000660,RM017,Aegean,Retail Trade,SMALL,SOLE_PROPRIETOR,2020-12-26,67,25569154.230000,49,False,False,79.940000,True,BRANCH,DERIVED_ANALYTICS,0.022661,R02,30,2,2027-07-11,NONE,True,True,CONTROLLED_SYNTHETIC,12536693.120000,10447871.870000,6022575.230000,9385073.380000,0.000000,0.000000,0.000000,413983.183333,1102165.906667,672,3,38610053.280000,646160.970000,CASH_MANAGEMENT|PAYROLL_SERVICES|WORKING_CAPITAL_LOAN,2025-11-11,1,282,63.450000,1.000000,0
SME000661,Synthetic SME 000661,RM009,Marmara,Agriculture,MICRO,LIMITED,2020-08-22,71,14716223.440000,9,False,False,53.090000,False,RM_CALL,DERIVED_ANALYTICS,0.084119,R05,15,1,2027-07-30,NONE,True,True,CONTROLLED_SYNTHETIC,8920005.540000,8159228.250000,457113.520000,2043608.980000,0.000000,0.000000,0.000000,327804.513333,1043071.941667,489,3,4763190.220000,126554.500000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2026-06-20,2,61,45.470000,0.924770,0
SME000662,Synthetic SME 000662,RM010,Central Anatolia,Professional Services,SMALL,LIMITED,2023-12-29,31,24652073.350000,17,False,False,36.690000,True,BRANCH,DERIVED_ANALYTICS,0.018574,R02,5,1,2027-05-01,NONE,True,True,CONTROLLED_SYNTHETIC,12302913.670000,10304396.680000,591419.610000,3486919.630000,0.000000,0.000000,0.000000,349766.893333,1548805.676667,408,3,11609309.420000,286293.570000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|WORKING_CAPITAL_LOAN,2026-04-12,5,130,40.070000,1.000000,0
SME000663,Synthetic SME 000663,RM030,Central Anatolia,Wholesale Trade,SMALL,JOINT_STOCK,2019-04-04,88,25900537.050000,41,False,False,70.930000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.022517,R02,5,1,2027-07-24,NONE,True,True,CONTROLLED_SYNTHETIC,12823257.150000,10793843.700000,398373.870000,9989399.510000,0.000000,0.000000,0.000000,451994.033333,1250851.250000,583,2,1099167.910000,48595.470000,BUSINESS_CREDIT_CARD|TERM_DEPOSIT,2026-06-14,5,67,34.190000,0.121252,0
SME000664,Synthetic SME 000664,RM030,Central Anatolia,Transportation,SMALL,LIMITED,2016-02-28,125,29718309.970000,11,False,True,72.810000,True,BRANCH,DERIVED_ANALYTICS,0.022581,R02,0,1,2026-09-26,NONE,True,True,CONTROLLED_SYNTHETIC,15540597.970000,14010362.910000,460744.430000,2089427.220000,0.000000,3888764.180000,1875844.860000,524752.130000,989327.256667,855,3,4508791.440000,119541.390000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|TERM_DEPOSIT,2026-06-05,4,76,43.750000,0.433479,0
SME000665,Synthetic SME 000665,RM002,Marmara,Agriculture,MICRO,LIMITED,2024-09-24,22,7077467.580000,8,False,False,52.750000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.037648,R03,30,2,2027-04-25,NONE,True,True,CONTROLLED_SYNTHETIC,3653499.840000,3007621.540000,187216.070000,1512777.630000,0.000000,0.000000,0.000000,154204.315000,446183.298333,442,2,6059708.190000,172958.330000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT,2026-07-05,6,46,42.210000,1.000000,0
SME000666,Synthetic SME 000666,RM033,Mediterranean,Construction,MICRO,LIMITED,2025-01-16,19,11039850.040000,7,True,False,28.920000,True,RM_CALL,DERIVED_ANALYTICS,0.090613,R05,0,1,2027-02-01,NONE,True,True,CONTROLLED_SYNTHETIC,6065965.230000,5683132.470000,325079.520000,1653009.260000,1836058.670000,0.000000,1019992.560000,213858.678333,636051.386667,304,0,0.000000,0.000000,,2025-08-27,1,358,4.520000,0.000000,0
SME000667,Synthetic SME 000667,RM032,Aegean,Agriculture,SMALL,LIMITED,2017-05-20,111,9435294.250000,32,False,False,83.110000,True,RM_CALL,DERIVED_ANALYTICS,0.044236,R03,0,1,2026-04-16,NONE,False,True,CONTROLLED_SYNTHETIC,5437897.500000,5116292.570000,277288.640000,6187265.030000,0.000000,0.000000,0.000000,203994.646667,614136.450000,715,3,13075328.780000,614151.880000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2025-10-12,1,312,67.500000,1.000000,126
SME000668,Synthetic SME 000668,RM030,Central Anatolia,Retail Trade,SMALL,LIMITED,2018-11-24,92,13979737.590000,18,False,False,82.200000,True,RM_CALL,DERIVED_ANALYTICS,0.032578,R03,0,1,2027-09-02,NONE,True,True,CONTROLLED_SYNTHETIC,7823513.390000,7359350.750000,3586671.180000,3663016.660000,0.000000,0.000000,0.000000,224652.076667,858500.235000,677,3,21580969.990000,641261.390000,CASH_MANAGEMENT|POS_MERCHANT_ACQUIRING|WORKING_CAPITAL_LOAN,2026-07-05,6,46,67.500000,1.000000,0
SME000669,Synthetic SME 000669,RM030,Central Anatolia,Technology,MICRO,LIMITED,2024-11-19,20,30891452.870000,4,False,True,65.160000,True,RM_CALL,DERIVED_ANALYTICS,0.025549,R03,0,1,2026-05-14,NONE,True,True,CONTROLLED_SYNTHETIC,17348217.550000,14107513.810000,553025.290000,864248.360000,0.000000,3098456.450000,1622347.250000,457623.733333,1984178.926667,726,2,8262325.080000,249103.730000,FX_RISK_MANAGEMENT|POS_MERCHANT_ACQUIRING,2026-04-06,1,136,25.250000,0.764180,98
SME000670,Synthetic SME 000670,RM029,Marmara,Transportation,SMALL,JOINT_STOCK,2025-10-10,10,48614927.650000,32,False,False,48.450000,True,RM_CALL,DERIVED_ANALYTICS,0.015317,R02,0,1,2026-10-20,NONE,True,True,CONTROLLED_SYNTHETIC,27674504.510000,24628898.340000,1347220.400000,8444621.270000,0.000000,0.000000,0.000000,682535.796667,2649781.063333,442,1,10575813.160000,100418.410000,WORKING_CAPITAL_LOAN,2026-03-15,2,158,14.970000,0.621550,0
SME000671,Synthetic SME 000671,RM013,Black Sea,Manufacturing,MICRO,LIMITED,2022-12-23,43,43368330.200000,9,False,False,56.320000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.036439,R03,15,1,2027-06-29,NONE,True,True,CONTROLLED_SYNTHETIC,21252890.680000,18777699.240000,953217.160000,1650672.270000,0.000000,0.000000,0.000000,518808.566667,2033734.673333,581,3,35953970.240000,1317283.700000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|PAYROLL_SERVICES,2026-05-09,3,103,52.950000,1.000000,0
SME000672,Synthetic SME 000672,RM009,Marmara,Manufacturing,MICRO,LIMITED,2017-07-21,108,15416855.650000,6,False,False,83.290000,True,RM_CALL,DERIVED_ANALYTICS,0.024072,R03,0,1,2027-04-19,NONE,True,False,CONTROLLED_SYNTHETIC,9599015.120000,8344609.600000,285112.750000,985708.850000,0.000000,0.000000,0.000000,337332.790000,600949.518333,735,3,17990568.140000,579411.040000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|PAYROLL_SERVICES,2025-08-21,1,364,67.500000,1.000000,0
SME000673,Synthetic SME 000673,RM005,Eastern,Construction,SMALL,LIMITED,2015-07-03,133,14821397.120000,17,False,False,76.860000,True,RM_CALL,DERIVED_ANALYTICS,0.051398,R04,0,1,2026-10-25,NONE,True,True,CONTROLLED_SYNTHETIC,6873249.300000,6134944.010000,382329.800000,3628759.150000,0.000000,0.000000,0.000000,257248.230000,672199.095000,625,1,850649.760000,21044.140000,POS_MERCHANT_ACQUIRING,2026-08-12,2,8,28.110000,0.163981,0
SME000674,Synthetic SME 000674,RM009,Marmara,Manufacturing,MICRO,LIMITED,2017-04-24,111,21651450.090000,7,False,False,36.390000,True,RM_CALL,DERIVED_ANALYTICS,0.094684,R06,0,1,2026-01-05,NONE,True,True,CONTROLLED_SYNTHETIC,12636016.180000,10910740.730000,570552.320000,1264652.890000,0.000000,0.000000,0.000000,475315.308333,1204024.180000,375,0,0.000000,0.000000,,2026-03-16,4,157,20.000000,0.000000,227
SME000675,Synthetic SME 000675,RM022,Central Anatolia,Healthcare,SMALL,LIMITED,2025-07-08,13,25706785.280000,37,False,False,65.410000,True,BRANCH,DERIVED_ANALYTICS,0.035723,R03,0,1,2026-06-27,NONE,True,True,CONTROLLED_SYNTHETIC,13595862.480000,12837825.490000,6525890.010000,7909510.670000,0.000000,0.000000,0.000000,431603.911667,1609761.395000,610,3,28976404.060000,353667.690000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2026-06-28,4,53,50.600000,1.000000,54
SME000676,Synthetic SME 000676,RM048,Eastern,Healthcare,SMALL,LIMITED,2022-10-11,46,46389585.260000,20,False,True,54.120000,False,RM_CALL,DERIVED_ANALYTICS,0.024435,R03,0,1,2027-06-02,NONE,True,True,CONTROLLED_SYNTHETIC,30056007.160000,25969179.680000,15689456.630000,3860523.070000,0.000000,7109623.390000,4432450.820000,949633.900000,3120963.521667,465,1,32780951.920000,1088598.550000,POS_MERCHANT_ACQUIRING,2026-08-07,4,13,37.240000,1.000000,0
SME000677,Synthetic SME 000677,RM029,Marmara,Manufacturing,MICRO,JOINT_STOCK,2019-01-10,91,3839967.450000,6,False,False,53.390000,True,RM_CALL,DERIVED_ANALYTICS,0.146176,R08,0,1,2026-05-27,NONE,True,False,CONTROLLED_SYNTHETIC,2156642.250000,2061928.260000,96582.090000,1432649.630000,0.000000,0.000000,0.000000,70964.661667,205302.685000,506,5,5471403.950000,147788.720000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|POS_MERCHANT_ACQUIRING|TRADE_FINANCE|WORKING_CAPITAL_LOAN,2026-07-07,4,44,80.500000,1.000000,85
SME000678,Synthetic SME 000678,RM022,Central Anatolia,Healthcare,MICRO,SOLE_PROPRIETOR,2024-01-21,30,4385986.620000,6,True,False,21.160000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.063301,R04,0,1,2027-04-07,NONE,True,True,CONTROLLED_SYNTHETIC,2478397.330000,2246358.050000,1053923.220000,1118490.140000,592951.070000,0.000000,309810.840000,108028.391667,281691.248333,181,1,79791.610000,3932.480000,BUSINESS_CREDIT_CARD,2026-03-31,3,142,14.150000,0.051978,0
SME000679,Synthetic SME 000679,RM015,Marmara,Retail Trade,MICRO,LIMITED,2025-04-02,16,9328262.510000,4,False,False,54.200000,True,BRANCH,DERIVED_ANALYTICS,0.028404,R03,0,1,2027-02-04,NONE,True,True,CONTROLLED_SYNTHETIC,5073740.120000,4336622.110000,2658646.100000,910048.110000,0.000000,0.000000,0.000000,187767.650000,558517.371667,584,2,9848658.700000,206909.740000,CASH_MANAGEMENT|WORKING_CAPITAL_LOAN,2026-04-14,6,128,44.810000,1.000000,0
SME000680,Synthetic SME 000680,RM029,Marmara,Construction,MICRO,JOINT_STOCK,2018-07-17,97,10845418.890000,4,False,False,44.130000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.057701,R04,0,1,2026-02-18,NONE,True,True,CONTROLLED_SYNTHETIC,5730191.070000,5553988.960000,238710.550000,819742.220000,0.000000,0.000000,0.000000,223851.153333,588883.926667,356,4,10934206.140000,463751.640000,CASH_MANAGEMENT|FX_RISK_MANAGEMENT|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2026-07-02,4,49,74.000000,1.000000,183
SME000681,Synthetic SME 000681,RM002,Marmara,Agriculture,SMALL,LIMITED,2018-06-14,98,15935643.170000,35,False,False,80.430000,True,BRANCH,DERIVED_ANALYTICS,0.030238,R03,5,1,2027-07-08,NONE,True,True,CONTROLLED_SYNTHETIC,8103976.290000,7690589.960000,407992.290000,6977683.680000,0.000000,0.000000,0.000000,345637.523333,964213.081667,780,3,14174299.360000,217017.500000,FX_RISK_MANAGEMENT|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2026-03-17,3,156,64.410000,1.000000,0
SME000682,Synthetic SME 000682,RM017,Aegean,Professional Services,MEDIUM,LIMITED,2021-10-22,57,61574435.470000,164,False,False,34.090000,True,RM_CALL,DERIVED_ANALYTICS,0.053862,R04,0,1,2026-03-07,NONE,True,True,CONTROLLED_SYNTHETIC,34351151.900000,29050528.420000,2019217.740000,39889081.310000,0.000000,0.000000,0.000000,979349.056667,2295711.106667,289,4,138960911.900000,4073975.960000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2026-05-18,2,94,67.570000,1.000000,166
SME000683,Synthetic SME 000683,RM030,Central Anatolia,Healthcare,MEDIUM,JOINT_STOCK,2019-12-15,80,150524923.100000,145,True,False,66.030000,True,BRANCH,DERIVED_ANALYTICS,0.046314,R04,0,1,2026-01-10,NONE,True,True,CONTROLLED_SYNTHETIC,78554518.150000,68853095.240000,42494542.780000,33329357.810000,25136818.910000,0.000000,12501856.340000,3753260.773333,8766151.600000,631,2,116506487.530000,4435287.940000,POS_MERCHANT_ACQUIRING|WORKING_CAPITAL_LOAN,2026-04-07,3,135,53.720000,1.000000,222
SME000684,Synthetic SME 000684,RM027,Eastern,Technology,SMALL,LIMITED,2021-06-12,62,31195229.110000,15,True,False,79.960000,True,RM_CALL,DERIVED_ANALYTICS,0.011539,R02,0,1,2027-06-19,NONE,True,True,CONTROLLED_SYNTHETIC,16203571.370000,14113026.130000,1083179.190000,3498720.070000,5122736.000000,0.000000,2442011.620000,753122.801667,1468134.285000,695,2,7817962.940000,320816.140000,PAYROLL_SERVICES|TERM_DEPOSIT,2026-05-31,3,81,34.780000,0.716040,0
SME000685,Synthetic SME 000685,RM029,Marmara,Transportation,MEDIUM,LIMITED,2017-03-29,112,67769299.760000,206,False,False,49.750000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.029067,R03,0,1,2027-09-08,NONE,True,True,CONTROLLED_SYNTHETIC,35994903.120000,31255537.050000,2136538.270000,45265979.900000,0.000000,0.000000,0.000000,977176.116667,3155109.923333,476,5,167880468.960000,6336701.510000,CASH_MANAGEMENT|PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2025-10-22,2,302,80.500000,1.000000,0
SME000686,Synthetic SME 000686,RM022,Central Anatolia,Wholesale Trade,SMALL,LIMITED,2016-06-28,121,20072003.750000,15,False,False,73.570000,True,RM_CALL,DERIVED_ANALYTICS,0.025477,R03,5,1,2026-02-04,NONE,True,True,CONTROLLED_SYNTHETIC,10809181.280000,8754718.940000,435282.050000,3159637.880000,0.000000,0.000000,0.000000,371761.223333,1023659.426667,802,2,403884.380000,14154.520000,FX_RISK_MANAGEMENT|TERM_DEPOSIT,2026-08-08,5,12,33.560000,0.057491,197
SME000687,Synthetic SME 000687,RM017,Aegean,Agriculture,MICRO,LIMITED,2018-12-02,92,7232624.820000,5,True,False,35.780000,True,RM_CALL,DERIVED_ANALYTICS,0.060141,R04,30,2,2026-02-08,NONE,True,True,CONTROLLED_SYNTHETIC,4240517.470000,3495095.150000,95660.240000,1360883.330000,1114939.850000,0.000000,629476.630000,183342.271667,431073.056667,273,2,2542180.370000,109858.540000,TRADE_FINANCE|WORKING_CAPITAL_LOAN,2026-04-29,2,113,42.840000,1.000000,193
SME000688,Synthetic SME 000688,RM011,Black Sea,Transportation,MICRO,JOINT_STOCK,2021-02-27,65,6066950.800000,6,False,False,50.460000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.061504,R04,0,1,2026-01-20,NONE,True,False,CONTROLLED_SYNTHETIC,3274123.680000,3103278.330000,148815.060000,1335208.120000,0.000000,0.000000,0.000000,101802.001667,283851.955000,387,2,2597490.300000,125756.500000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES,2025-12-26,3,237,40.460000,1.000000,212
SME000689,Synthetic SME 000689,RM016,Mediterranean,Construction,MICRO,JOINT_STOCK,2025-04-20,16,12737391.620000,4,False,True,96.170000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.056049,R04,0,1,2027-06-03,NONE,True,True,CONTROLLED_SYNTHETIC,7406744.800000,6581293.730000,394302.750000,837103.080000,0.000000,1061917.830000,675342.010000,245111.746667,702721.058333,834,3,16447708.520000,827870.950000,BUSINESS_CREDIT_CARD|CASH_MANAGEMENT|FX_RISK_MANAGEMENT,2026-02-24,1,177,51.310000,1.000000,0
SME000690,Synthetic SME 000690,RM018,Mediterranean,Retail Trade,SMALL,JOINT_STOCK,2024-08-17,24,49381015.870000,11,False,False,75.160000,True,RM_CALL,DERIVED_ANALYTICS,0.023205,R03,0,1,2026-01-04,NONE,True,True,CONTROLLED_SYNTHETIC,27434201.510000,24455650.510000,14344200.110000,2083888.620000,0.000000,0.000000,0.000000,840819.331667,1901024.936667,827,3,23692507.740000,184691.860000,BUSINESS_CREDIT_CARD|POS_MERCHANT_ACQUIRING|TERM_DEPOSIT,2026-05-14,3,98,38.650000,1.000000,228
SME000691,Synthetic SME 000691,RM029,Marmara,Wholesale Trade,SMALL,LIMITED,2017-04-23,111,14965982.400000,46,False,False,63.410000,True,BRANCH,DERIVED_ANALYTICS,0.059785,R04,5,1,2026-01-10,NONE,True,True,CONTROLLED_SYNTHETIC,7815159.090000,6524482.940000,442497.660000,9713145.960000,0.000000,0.000000,0.000000,258027.611667,777590.903333,601,2,21258708.360000,911734.020000,PAYROLL_SERVICES|WORKING_CAPITAL_LOAN,2026-03-16,5,157,61.000000,1.000000,222
SME000692,Synthetic SME 000692,RM021,Marmara,Agriculture,SMALL,SOLE_PROPRIETOR,2018-01-07,103,10591832.410000,14,True,False,64.450000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.046030,R04,0,1,2027-06-29,NONE,True,False,CONTROLLED_SYNTHETIC,5113188.350000,4504878.340000,231569.120000,3134081.170000,1805557.440000,0.000000,942669.780000,196153.561667,574721.883333,673,2,4281787.850000,121266.780000,BUSINESS_CREDIT_CARD|FX_RISK_MANAGEMENT,2026-06-08,3,73,44.320000,1.000000,0
SME000693,Synthetic SME 000693,RM012,Central Anatolia,Professional Services,SMALL,SOLE_PROPRIETOR,2023-01-31,42,14797624.060000,36,False,False,74.360000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.036267,R03,0,1,2027-06-29,NONE,True,True,CONTROLLED_SYNTHETIC,7867171.250000,6716264.820000,419137.790000,8252544.570000,0.000000,0.000000,0.000000,357906.270000,707713.185000,722,5,31100679.320000,744332.340000,CASH_MANAGEMENT|FX_RISK_MANAGEMENT|PAYROLL_SERVICES|TERM_DEPOSIT|WORKING_CAPITAL_LOAN,2026-01-26,2,206,70.500000,1.000000,0
SME000694,Synthetic SME 000694,RM002,Marmara,Retail Trade,MICRO,JOINT_STOCK,2019-09-28,82,18992817.800000,7,True,False,19.070000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.036956,R03,0,1,2027-09-04,NONE,True,True,CONTROLLED_SYNTHETIC,10272559.890000,8392661.900000,5515512.710000,1576007.190000,2905254.770000,0.000000,1380640.320000,462353.881667,1041972.580000,162,2,15590533.990000,269009.170000,POS_MERCHANT_ACQUIRING|WORKING_CAPITAL_LOAN,2026-06-04,6,77,55.510000,1.000000,0
SME000695,Synthetic SME 000695,RM010,Central Anatolia,Retail Trade,MICRO,LIMITED,2024-06-27,25,2306271.680000,3,True,False,78.990000,True,VIDEO_MEETING,DERIVED_ANALYTICS,0.038574,R03,0,1,2026-11-04,LOW,True,True,CONTROLLED_SYNTHETIC,1276934.770000,1090025.740000,551880.000000,572632.150000,281007.190000,0.000000,142727.890000,47745.726667,148837.093333,784,3,1688931.910000,41983.630000,BUSINESS_CREDIT_CARD|POS_MERCHANT_ACQUIRING|WORKING_CAPITAL_LOAN,2026-07-13,1,38,45.960000,1.000000,0
SME000696,Synthetic SME 000696,RM012,Central Anatolia,Technology,SMALL,LIMITED,2018-01-05,103,24497260.640000,46,False,False,75.490000,True,RM_CALL,DERIVED_ANALYTICS,0.064488,R04,0,1,2026-09-17,NONE,False,True,CONTROLLED_SYNTHETIC,11072927.170000,9586676.040000,568871.780000,8375543.510000,0.000000,0.000000,0.000000,300848.026667,1167325.761667,620,2,16104254.160000,825022.360000,PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2026-04-08,2,134,51.410000,1.000000,0
SME000697,Synthetic SME 000697,RM021,Marmara,Transportation,SMALL,JOINT_STOCK,2017-09-22,106,12622944.390000,38,False,False,56.080000,True,RM_CALL,DERIVED_ANALYTICS,0.025191,R03,0,1,2026-05-24,NONE,True,True,CONTROLLED_SYNTHETIC,6249529.740000,5712866.340000,261812.610000,7297233.070000,0.000000,0.000000,0.000000,215505.780000,648648.118333,582,2,220430.800000,5322.490000,FX_RISK_MANAGEMENT|TERM_DEPOSIT,2026-06-05,5,76,33.490000,0.049893,88
SME000698,Synthetic SME 000698,RM022,Central Anatolia,Wholesale Trade,SMALL,SOLE_PROPRIETOR,2018-01-31,102,39798517.960000,42,False,False,71.710000,True,RM_CALL,DERIVED_ANALYTICS,0.037706,R03,0,1,2027-03-23,NONE,True,False,CONTROLLED_SYNTHETIC,20411826.540000,18160120.560000,1281703.630000,9741370.270000,0.000000,0.000000,0.000000,844452.818333,2334273.970000,629,2,2611445.040000,61314.870000,FX_RISK_MANAGEMENT|POS_MERCHANT_ACQUIRING,2026-07-18,5,33,34.840000,0.187476,0
SME000699,Synthetic SME 000699,RM035,Central Anatolia,Retail Trade,MEDIUM,LIMITED,2022-04-04,52,112745815.530000,89,True,False,22.790000,True,RM_CALL,DERIVED_ANALYTICS,0.008082,R02,0,1,2027-08-25,NONE,True,True,CONTROLLED_SYNTHETIC,62473620.410000,59362380.590000,27909693.730000,17843566.010000,18071204.110000,0.000000,10114603.070000,2178004.278333,7058377.228333,216,1,54126449.880000,658406.300000,POS_MERCHANT_ACQUIRING,2026-08-07,3,13,32.320000,1.000000,0
SME000700,Synthetic SME 000700,RM014,Eastern,Hospitality,MEDIUM,JOINT_STOCK,2024-12-02,20,50352684.100000,159,False,True,57.240000,True,RM_CALL,DERIVED_ANALYTICS,0.012555,R02,0,1,2026-01-05,NONE,False,True,CONTROLLED_SYNTHETIC,28049606.600000,25027518.380000,14689797.890000,34540455.870000,0.000000,5608774.150000,2689804.160000,883467.833333,2195114.191667,534,1,12916682.200000,591746.030000,WORKING_CAPITAL_LOAN,2026-07-03,4,48,18.440000,0.732926,227
SME000701,Synthetic SME 000701,RM035,Central Anatolia,Manufacturing,MEDIUM,LIMITED,2015-03-10,137,167936798.880000,140,True,False,25.080000,True,RM_CALL,DERIVED_ANALYTICS,0.009509,R02,0,1,2027-05-25,NONE,True,True,CONTROLLED_SYNTHETIC,90445204.560000,76660693.020000,4817697.660000,30635961.980000,23235702.890000,0.000000,13662899.020000,3999112.993333,8916283.183333,202,2,102466018.920000,3141489.460000,FX_RISK_MANAGEMENT|PAYROLL_SERVICES,2026-06-06,3,75,50.080000,1.000000,0
SME000702,Synthetic SME 000702,RM007,Central Anatolia,Healthcare,MICRO,LIMITED,2018-02-05,102,28863049.530000,8,True,False,28.720000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.047435,R04,0,1,2026-02-09,NONE,True,True,CONTROLLED_SYNTHETIC,17197023.010000,14719998.480000,9873017.630000,1632173.510000,5703467.050000,0.000000,3238008.520000,645773.398333,1484259.243333,255,2,23516904.320000,1070464.880000,PAYROLL_SERVICES|POS_MERCHANT_ACQUIRING,2026-05-06,3,106,55.810000,1.000000,192
SME000703,Synthetic SME 000703,RM035,Central Anatolia,Technology,MEDIUM,LIMITED,2022-11-02,45,122993220.810000,82,True,False,43.660000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.011414,R02,15,1,2026-03-02,NONE,True,True,CONTROLLED_SYNTHETIC,74253121.490000,62349109.810000,3049517.260000,17811154.450000,14135905.780000,0.000000,7683490.050000,3154217.813333,5260222.953333,387,2,24666022.510000,942714.990000,BUSINESS_CREDIT_CARD|WORKING_CAPITAL_LOAN,2026-07-24,3,27,29.330000,0.572994,171
SME000704,Synthetic SME 000704,RM030,Central Anatolia,Wholesale Trade,SMALL,LIMITED,2018-01-01,103,13771070.970000,33,False,False,75.560000,False,RM_CALL,DERIVED_ANALYTICS,0.023950,R03,0,1,2026-07-11,NONE,True,True,CONTROLLED_SYNTHETIC,6248052.710000,5762835.760000,358002.280000,7323029.830000,0.000000,0.000000,0.000000,205804.215000,576917.460000,721,2,14407626.880000,92930.970000,BUSINESS_CREDIT_CARD|PAYROLL_SERVICES,2026-02-23,1,178,61.000000,1.000000,40
SME000705,Synthetic SME 000705,RM013,Black Sea,Wholesale Trade,MICRO,JOINT_STOCK,2017-11-25,104,13858271.770000,5,False,False,29.750000,True,SECURE_MESSAGE,DERIVED_ANALYTICS,0.038794,R03,0,1,2027-07-06,NONE,True,True,CONTROLLED_SYNTHETIC,7806844.800000,7139118.110000,316726.370000,1103762.140000,0.000000,0.000000,0.000000,289351.780000,591029.241667,286,0,0.000000,0.000000,,2026-08-08,3,12,20.000000,0.000000,0
