candidate_id,customer_id,rm_id,product_code,need_signal,relationship_gap,wallet_share_proxy,digital_engagement_score,relationship_tenure_months,annual_turnover_try,employees,pd_12m,days_past_due,kyc_overdue_days,aml_alert_priority,beneficial_owner_complete,financials_fresh_flag,contact_permission,exporter_flag,importer_flag,size_band,sector,region,inflow_6m_try,outflow_6m_try,pos_volume_6m_try,payroll_6m_try,fx_inflow_6m_try,fx_outflow_6m_try,trade_flow_6m_try,average_deposit_balance_try,average_loan_balance_try,days_since_interaction,data_class,treatment_flag,propensity_probability,predicted_contact_uplift,reason_1,reason_2,reason_3,estimated_product_notional_try,gross_income_if_activated_try,funding_cost_if_activated_try,expected_loss_if_activated_try,allocated_capital_try,capital_charge_if_activated_try,servicing_cost_if_activated_try,risk_adjusted_profit_if_activated_try,raroc_if_activated,expected_incremental_profit_try,profitability_percentile,suppression_reason,eligible_flag,opportunity_score,policy_threshold_pass,recommendation_status,human_review_required,conversation_prompt,product_label,customer_rank_within_rm,monthly_contact_capacity,capacity_allocated_flag,work_status,task_id,task_sla_days,final_decision_owner,automated_sale_flag
OPP0006938,SME000518,RM027,PAYROLL_SERVICES,0.524577,0.750000,1.000000,83.680000,81,18728656.530000,27,0.072694,0,146,NONE,True,True,True,False,False,SMALL,Construction,Eastern,9619125.130000,9243904.260000,316590.190000,6544542.050000,0.000000,0.000000,0.000000,355453.048333,1048805.058333,312,DERIVED_ANALYTICS,1,0.349435,0.077790,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,13089084.100000,157069.010000,39267.250000,0.000000,31413.800000,5654.480000,2863.360000,109283.920000,3.478851,8081.150000,0.922828,,True,53.830000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,6.000000,60,True,CONTACT_DUE,TASK000103,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002547,SME000520,RM029,POS_MERCHANT_ACQUIRING,0.575751,0.875000,0.053528,85.080000,108,12302983.620000,16,0.010890,0,87,NONE,True,True,True,True,False,SMALL,Retail Trade,Marmara,5794579.970000,5211570.630000,3144110.060000,3298824.170000,1695695.350000,0.000000,1110867.760000,238275.653333,554275.498333,129,DERIVED_ANALYTICS,1,0.438541,0.185025,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,6288220.120000,81746.860000,18864.660000,0.000000,37729.320000,6791.280000,1843.230000,54247.690000,1.437813,9617.170000,0.932475,,True,68.890000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,5.000000,56,True,CONTACT_DUE,TASK000104,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009080,SME000527,RM010,CASH_MANAGEMENT,0.591646,0.625000,1.000000,79.790000,135,30065884.020000,24,0.046551,0,39,NONE,True,True,True,False,False,SMALL,Manufacturing,Central Anatolia,16057563.090000,13344766.880000,438037.320000,4843230.900000,0.000000,0.000000,0.000000,744792.468333,1814845.528333,108,DERIVED_ANALYTICS,1,0.449029,0.128702,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,26689533.760000,293584.870000,80068.600000,0.000000,64054.880000,11529.880000,4903.430000,197082.960000,3.076783,24945.010000,0.974725,,True,62.760000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,5.000000,58,True,CONTACT_DUE,TASK000105,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0006951,SME000535,RM009,PAYROLL_SERVICES,0.700771,0.750000,1.000000,66.770000,112,24338154.110000,49,0.053009,0,91,NONE,True,True,True,False,True,SMALL,Healthcare,Marmara,13166109.760000,11709355.240000,6913399.110000,11010440.550000,0.000000,2745090.180000,1597034.990000,483981.173333,1564752.721667,186,DERIVED_ANALYTICS,1,0.522790,0.116595,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,22020881.100000,264250.570000,66062.640000,0.000000,52850.110000,9513.020000,4203.130000,184471.780000,3.490471,21088.570000,0.969606,,True,67.590000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,6.000000,69,True,CONTACT_DUE,TASK000106,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002562,SME000540,RM015,POS_MERCHANT_ACQUIRING,0.578102,0.625000,1.000000,91.280000,42,15017152.050000,2,0.112998,60,140,NONE,True,False,True,True,True,MICRO,Hospitality,Marmara,7173151.600000,6592449.810000,3710104.180000,382867.490000,2038438.250000,1377763.170000,2255476.750000,296562.026667,351422.635000,193,DERIVED_ANALYTICS,1,0.337732,0.125992,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,7420208.360000,96462.710000,22260.630000,0.000000,44521.250000,8013.820000,2013.030000,64175.230000,1.441452,7665.540000,0.920295,,True,57.680000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,16.000000,66,True,CONTACT_DUE,TASK000107,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0006958,SME000545,RM031,PAYROLL_SERVICES,0.723624,0.750000,1.000000,62.820000,45,18125413.560000,47,0.030538,0,0,NONE,True,True,True,False,True,SMALL,Healthcare,Black Sea,8682257.060000,7889702.790000,4036303.890000,10415684.830000,0.000000,1938507.690000,1297096.550000,393160.625000,933733.965000,94,DERIVED_ANALYTICS,1,0.465758,0.051273,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,20831369.660000,249976.440000,62494.110000,0.000000,49995.290000,8999.150000,4024.710000,174458.470000,3.489498,8525.080000,0.925523,,True,59.600000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,3.000000,55,True,CONTACT_DUE,TASK000108,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009092,SME000548,RM028,CASH_MANAGEMENT,0.645083,0.875000,0.088274,95.080000,135,25219412.150000,38,0.007387,0,0,NONE,True,True,True,False,False,SMALL,Wholesale Trade,Eastern,14645292.930000,12264066.410000,584054.700000,7367664.270000,0.000000,0.000000,0.000000,408372.866667,1763889.350000,217,DERIVED_ANALYTICS,1,0.548491,0.070991,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,24528132.820000,269809.460000,73584.400000,0.000000,58867.520000,10596.150000,4579.220000,181049.690000,3.075545,12432.950000,0.945516,,True,63.900000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,1.000000,66,True,CONTACT_DUE,TASK000109,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002569,SME000550,RM042,POS_MERCHANT_ACQUIRING,0.557097,0.750000,1.000000,69.540000,135,22868089.420000,8,0.052693,0,157,NONE,True,True,True,False,False,MICRO,Hospitality,Mediterranean,12262133.640000,11566878.940000,6497233.440000,1576944.210000,0.000000,0.000000,0.000000,278063.958333,1269670.105000,217,DERIVED_ANALYTICS,1,0.392553,0.063386,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,12994466.880000,168928.070000,38983.400000,0.000000,77966.800000,14034.020000,2849.170000,113061.480000,1.450123,6746.550000,0.912266,,True,54.440000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,8.000000,49,True,CONTACT_DUE,TASK000110,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009097,SME000558,RM012,CASH_MANAGEMENT,0.674760,0.750000,1.000000,54.160000,69,121076483.940000,118,0.024014,0,141,NONE,True,True,True,True,True,MEDIUM,Healthcare,Central Anatolia,59434392.920000,56826883.090000,27564724.170000,24962766.680000,18891470.770000,11839946.730000,20498251.570000,2005514.295000,4683416.666667,22,DERIVED_ANALYTICS,1,0.474744,0.086635,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,113653766.180000,1250191.430000,340961.300000,0.000000,272769.040000,49098.430000,17948.060000,842183.640000,3.087534,72542.520000,0.996174,,True,63.260000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,8.000000,50,True,CONTACT_DUE,TASK000111,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009108,SME000578,RM009,CASH_MANAGEMENT,0.600648,0.875000,0.097507,57.400000,68,68799348.460000,48,0.016106,0,64,NONE,True,True,True,True,False,SMALL,Manufacturing,Marmara,38163654.430000,35400419.790000,1017152.680000,10705952.610000,7286896.250000,0.000000,4122265.700000,1697601.216667,4128691.595000,68,DERIVED_ANALYTICS,1,0.319759,0.146836,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,70800839.580000,778809.240000,212402.520000,0.000000,169922.010000,30585.960000,11520.130000,524300.630000,3.085537,76566.170000,0.996443,,True,63.350000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,13.000000,69,True,CONTACT_DUE,TASK000112,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009113,SME000584,RM022,CASH_MANAGEMENT,0.621444,0.625000,1.000000,38.620000,91,126186634.700000,19,0.042872,0,0,NONE,True,True,True,False,False,SMALL,Healthcare,Central Anatolia,67565091.910000,63476863.560000,41369709.820000,4088760.770000,0.000000,0.000000,0.000000,2651545.320000,7384603.125000,22,DERIVED_ANALYTICS,1,0.369593,0.073733,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,126953727.120000,1396491.000000,380861.180000,0.000000,304688.950000,54844.010000,19943.060000,940842.750000,3.087879,68951.350000,0.995581,,True,56.310000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,9.000000,46,True,CONTACT_DUE,TASK000113,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0006991,SME000586,RM024,PAYROLL_SERVICES,0.650381,0.500000,0.313468,87.670000,15,14114973.240000,28,0.093267,0,0,NONE,True,True,True,False,False,SMALL,Construction,Eastern,7809966.380000,6948578.140000,464730.530000,6478179.540000,0.000000,0.000000,0.000000,248025.156667,877470.591667,250,DERIVED_ANALYTICS,1,0.403174,0.084903,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,STRONG_PRODUCT_NEED_SIGNAL,12956359.080000,155476.310000,38869.080000,0.000000,31095.260000,5597.150000,2843.450000,108166.630000,3.478557,8763.650000,0.926708,,True,56.530000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,6.000000,54,True,CONTACT_DUE,TASK000114,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0006992,SME000587,RM030,PAYROLL_SERVICES,0.683479,0.750000,1.000000,42.260000,21,11024493.600000,29,0.042326,0,0,NONE,True,True,True,False,False,SMALL,Manufacturing,Central Anatolia,6092672.650000,5335913.430000,364099.040000,6545585.630000,0.000000,0.000000,0.000000,209319.145000,634509.451667,37,DERIVED_ANALYTICS,1,0.354950,0.079798,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,STRONG_PRODUCT_NEED_SIGNAL,13091171.260000,157094.060000,39273.510000,0.000000,31418.810000,5655.390000,2863.680000,109301.480000,3.478855,8302.060000,0.924014,,True,57.710000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,15.000000,46,True,CONTACT_DUE,TASK000115,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009117,SME000589,RM020,CASH_MANAGEMENT,0.668237,0.875000,1.000000,84.910000,86,44067364.920000,41,0.042574,0,5,NONE,True,True,True,False,False,SMALL,Technology,Mediterranean,27305849.070000,23805132.460000,1343756.580000,9266329.860000,0.000000,0.000000,0.000000,882942.198333,2748225.958333,18,DERIVED_ANALYTICS,1,0.498543,0.087664,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,47610264.920000,523712.910000,142830.790000,0.000000,114264.640000,20567.640000,8041.540000,352272.940000,3.082957,30461.730000,0.981246,,True,64.960000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,4.000000,57,True,CONTACT_DUE,TASK000116,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009124,SME000604,RM038,CASH_MANAGEMENT,0.579066,0.875000,0.018931,78.620000,55,28868752.120000,9,0.021660,60,0,LOW,True,True,True,False,False,MICRO,Professional Services,Aegean,13944830.860000,11589608.920000,481798.190000,1880469.690000,0.000000,0.000000,0.000000,435334.700000,2193358.863333,297,DERIVED_ANALYTICS,1,0.358225,0.070819,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,23179217.840000,254971.400000,69537.650000,0.000000,55630.120000,10013.420000,4376.880000,171043.450000,3.074655,11693.080000,0.942067,,True,56.280000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,10.000000,62,True,CONTACT_DUE,TASK000117,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009125,SME000605,RM030,CASH_MANAGEMENT,0.585702,0.875000,1.000000,79.540000,116,28418965.880000,42,0.040628,15,0,NONE,True,True,True,False,True,SMALL,Wholesale Trade,Central Anatolia,14987454.920000,14237506.380000,1097599.490000,9032577.650000,0.000000,4207141.370000,2237713.180000,515717.861667,1370011.571667,8,DERIVED_ANALYTICS,1,0.409991,0.044920,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,28475012.760000,313225.140000,85425.040000,0.000000,68340.030000,12301.210000,5171.250000,210327.640000,3.077664,9027.980000,0.928595,,True,55.510000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,18.000000,46,True,CONTACT_DUE,TASK000118,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0007002,SME000607,RM041,PAYROLL_SERVICES,0.964723,0.750000,1.000000,69.760000,36,73843638.350000,233,0.021547,0,0,NONE,True,True,True,False,True,MEDIUM,Healthcare,Marmara,44932838.910000,40661497.060000,24461827.320000,53397066.910000,0.000000,12945224.940000,7399252.370000,1755786.338333,4913646.578333,155,DERIVED_ANALYTICS,1,0.732864,0.048462,CROSS_BORDER_ACTIVITY,STRONG_PRODUCT_NEED_SIGNAL,LOWER_CREDIT_RISK_SIGNAL,106794133.820000,1281529.610000,320382.400000,0.000000,256305.920000,46135.070000,16919.120000,898093.020000,3.503989,43103.140000,0.988737,,True,74.330000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,2.000000,55,True,CONTACT_DUE,TASK000119,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009127,SME000608,RM036,CASH_MANAGEMENT,0.487080,0.750000,0.375614,82.770000,38,9013385.990000,7,0.058034,0,32,LOW,True,True,True,True,False,MICRO,Transportation,Marmara,5205439.580000,4640633.750000,325903.490000,1592655.700000,1198916.310000,0.000000,554207.810000,163878.686667,434729.931667,65,DERIVED_ANALYTICS,1,0.249094,0.106022,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,9281267.500000,102093.940000,27843.800000,0.000000,22275.040000,4009.510000,2292.190000,67948.440000,3.050430,6784.040000,0.912589,,True,52.160000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,28.000000,68,True,CONTACT_DUE,TASK000120,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009136,SME000620,RM020,CASH_MANAGEMENT,0.612443,0.875000,1.000000,96.790000,78,17326296.970000,3,0.056087,0,0,NONE,True,True,True,False,False,MICRO,Healthcare,Mediterranean,9067207.470000,8097582.790000,3577360.220000,560144.060000,0.000000,0.000000,0.000000,287041.166667,755425.660000,71,DERIVED_ANALYTICS,1,0.457618,0.112616,HIGH_DIGITAL_ENGAGEMENT,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,16195165.580000,178146.820000,48585.500000,0.000000,38868.400000,6996.310000,3329.270000,119235.740000,3.067678,13007.860000,0.948265,,True,64.070000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,5.000000,57,True,CONTACT_DUE,TASK000121,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002622,SME000622,RM047,POS_MERCHANT_ACQUIRING,0.555441,0.875000,1.000000,82.920000,25,13171563.500000,12,0.080762,60,44,NONE,True,True,True,False,False,SMALL,Hospitality,Central Anatolia,5821914.430000,4950093.970000,2997677.350000,2594739.500000,0.000000,0.000000,0.000000,224733.796667,693212.280000,28,DERIVED_ANALYTICS,1,0.335821,0.081893,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,5995354.700000,77939.610000,17986.060000,0.000000,35972.130000,6474.980000,1799.300000,51679.270000,1.436647,3812.170000,0.876374,,True,54.860000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,11.000000,67,True,CONTACT_DUE,TASK000122,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009142,SME000630,RM035,CASH_MANAGEMENT,0.671679,0.750000,0.820504,92.330000,19,34744465.210000,10,0.037947,0,32,NONE,True,False,True,False,True,SMALL,Agriculture,Central Anatolia,20787926.010000,19112161.330000,1506829.680000,2352429.670000,0.000000,4553482.010000,2671069.240000,910178.160000,1823489.521667,2,DERIVED_ANALYTICS,1,0.443394,0.074279,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,38224322.660000,420467.550000,114672.970000,0.000000,91738.370000,16512.910000,6633.650000,282648.020000,3.081023,20574.730000,0.968150,,True,60.580000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,6.000000,59,True,CONTACT_DUE,TASK000123,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002632,SME000634,RM001,POS_MERCHANT_ACQUIRING,0.596054,1.000000,0.000000,78.130000,69,28474311.420000,46,0.043677,0,0,NONE,True,True,True,False,False,SMALL,Hospitality,Mediterranean,15574122.810000,12567221.170000,8592157.130000,9908354.900000,0.000000,0.000000,0.000000,661338.600000,1709944.555000,85,DERIVED_ANALYTICS,1,0.386938,0.091617,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,17184314.260000,223396.090000,51552.940000,0.000000,103105.890000,18559.060000,3477.650000,149806.440000,1.452938,13304.800000,0.949127,,True,60.830000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,3.000000,49,True,CONTACT_DUE,TASK000124,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002634,SME000636,RM045,POS_MERCHANT_ACQUIRING,0.519026,0.625000,1.000000,84.510000,64,6880625.520000,5,0.024032,0,0,NONE,True,True,True,False,False,MICRO,Retail Trade,Aegean,3512790.170000,3049731.080000,1714114.200000,1080889.920000,0.000000,0.000000,0.000000,147785.940000,278157.456667,21,DERIVED_ANALYTICS,1,0.324623,0.125724,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,ESTABLISHED_RELATIONSHIP,3428228.400000,44566.970000,10284.690000,0.000000,20569.370000,3702.490000,1414.230000,29165.560000,1.417912,3246.820000,0.864949,,True,54.940000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,15.000000,46,True,CONTACT_DUE,TASK000125,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009148,SME000640,RM043,CASH_MANAGEMENT,0.598865,0.750000,0.065928,86.420000,115,24526250.580000,9,0.029835,5,10,NONE,True,True,True,False,False,MICRO,Agriculture,Mediterranean,12210001.680000,10601174.630000,439117.980000,1949774.910000,0.000000,0.000000,0.000000,366777.353333,1566698.501667,13,DERIVED_ANALYTICS,1,0.445551,0.048117,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,21202349.260000,233225.840000,63607.050000,0.000000,50885.640000,9159.420000,4080.350000,156379.020000,3.073146,7104.480000,0.915499,,True,55.740000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,12.000000,52,True,CONTACT_DUE,TASK000126,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009159,SME000658,RM016,CASH_MANAGEMENT,0.575247,0.875000,0.000000,74.970000,126,30850658.840000,13,0.081038,0,0,NONE,True,True,True,False,False,SMALL,Transportation,Mediterranean,17534464.030000,15529098.920000,920465.850000,2601136.020000,0.000000,0.000000,0.000000,482893.900000,1409081.386667,63,DERIVED_ANALYTICS,1,0.404401,0.082257,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,31058197.840000,341640.180000,93174.590000,0.000000,74539.670000,13417.140000,5558.730000,229489.720000,3.078760,18457.220000,0.964163,,True,59.100000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,5.000000,51,True,CONTACT_DUE,TASK000127,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0002653,SME000660,RM017,POS_MERCHANT_ACQUIRING,0.549001,0.625000,1.000000,79.940000,67,25569154.230000,49,0.022661,30,0,NONE,True,True,True,False,False,SMALL,Retail Trade,Aegean,12536693.120000,10447871.870000,6022575.230000,9385073.380000,0.000000,0.000000,0.000000,413983.183333,1102165.906667,282,DERIVED_ANALYTICS,1,0.350679,0.144144,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,ESTABLISHED_RELATIONSHIP,12045150.460000,156586.960000,36135.450000,0.000000,72270.900000,13008.760000,2706.770000,104735.980000,1.449214,14677.060000,0.954462,,True,59.700000,True,MEDIUM_PRIORITY,False,"Discuss merchant collections, settlement speed and acquiring economics.",POS & Merchant Acquiring,8.000000,60,True,CONTACT_DUE,TASK000128,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0007045,SME000663,RM030,PAYROLL_SERVICES,0.684075,0.750000,0.121252,70.930000,88,25900537.050000,41,0.022517,5,0,NONE,True,True,True,False,False,SMALL,Wholesale Trade,Central Anatolia,12823257.150000,10793843.700000,398373.870000,9989399.510000,0.000000,0.000000,0.000000,451994.033333,1250851.250000,67,DERIVED_ANALYTICS,1,0.494244,0.036442,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,19978799.020000,239745.590000,59936.400000,0.000000,47949.120000,8630.840000,3896.820000,167281.530000,3.488730,5676.020000,0.902727,,True,57.890000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,14.000000,46,True,CONTACT_DUE,TASK000129,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009163,SME000664,RM030,CASH_MANAGEMENT,0.558734,0.625000,0.433479,72.810000,125,29718309.970000,11,0.022581,0,0,NONE,True,True,True,False,True,SMALL,Transportation,Central Anatolia,15540597.970000,14010362.910000,460744.430000,2089427.220000,0.000000,3888764.180000,1875844.860000,524752.130000,989327.256667,76,DERIVED_ANALYTICS,1,0.412601,0.085199,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,28020725.820000,308227.980000,84062.180000,0.000000,67249.740000,12104.950000,5103.110000,206957.740000,3.077450,17212.620000,0.962007,,True,56.730000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,17.000000,46,True,CONTACT_DUE,TASK000130,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009168,SME000673,RM005,CASH_MANAGEMENT,0.503812,0.875000,0.163981,76.860000,133,14821397.120000,17,0.051398,0,0,NONE,True,True,True,False,False,SMALL,Construction,Eastern,6873249.300000,6134944.010000,382329.800000,3628759.150000,0.000000,0.000000,0.000000,257248.230000,672199.095000,8,DERIVED_ANALYTICS,1,0.360509,0.077514,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,12269888.020000,134968.770000,36809.660000,0.000000,29447.730000,5300.590000,2740.480000,90118.040000,3.060271,6565.410000,0.910864,,True,54.740000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,6.000000,59,True,CONTACT_DUE,TASK000131,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009173,SME000681,RM002,CASH_MANAGEMENT,0.528960,0.625000,1.000000,80.430000,98,15935643.170000,35,0.030238,5,0,NONE,True,True,True,False,False,SMALL,Agriculture,Marmara,8103976.290000,7690589.960000,407992.290000,6977683.680000,0.000000,0.000000,0.000000,345637.523333,964213.081667,156,DERIVED_ANALYTICS,1,0.350281,0.071151,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,15381179.920000,169192.980000,46143.540000,0.000000,36914.830000,6644.670000,3207.180000,113197.590000,3.066453,7634.080000,0.919810,,True,52.060000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,29.000000,57,True,CONTACT_DUE,TASK000132,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0009175,SME000684,RM027,CASH_MANAGEMENT,0.596364,0.750000,0.716040,79.960000,62,31195229.110000,15,0.011539,0,0,NONE,True,True,True,True,False,SMALL,Technology,Eastern,16203571.370000,14113026.130000,1083179.190000,3498720.070000,5122736.000000,0.000000,2442011.620000,753122.801667,1468134.285000,81,DERIVED_ANALYTICS,1,0.414257,0.145291,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,28226052.260000,310486.570000,84678.160000,0.000000,67742.530000,12193.660000,5133.910000,208480.840000,3.077547,29870.330000,0.980545,,True,64.600000,True,MEDIUM_PRIORITY,False,"Review collections, payments and liquidity visibility.",Cash Management,2.000000,60,True,CONTACT_DUE,TASK000133,10,AUTHORISED_RELATIONSHIP_MANAGER,False
OPP0007066,SME000697,RM021,PAYROLL_SERVICES,0.699534,0.750000,0.049893,56.080000,106,12622944.390000,38,0.025191,0,88,NONE,True,True,True,False,False,SMALL,Transportation,Marmara,6249529.740000,5712866.340000,261812.610000,7297233.070000,0.000000,0.000000,0.000000,215505.780000,648648.118333,76,DERIVED_ANALYTICS,1,0.499910,0.080074,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,14594466.140000,175133.590000,43783.400000,0.000000,35026.720000,6304.810000,3089.170000,121956.210000,3.481805,9345.530000,0.930696,,True,62.850000,True,MEDIUM_PRIORITY,False,Discuss payroll automation and employee banking needs.,Payroll Services,7.000000,48,True,CONTACT_DUE,TASK000134,10,AUTHORISED_RELATIONSHIP_MANAGER,False
