candidate_id,customer_id,rm_id,product_code,propensity_probability,predicted_contact_uplift,reason_1,reason_2,reason_3,data_class
OPP0001547,SME002275,RM017,WORKING_CAPITAL_LOAN,0.145451,0.020433,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001548,SME002277,RM022,WORKING_CAPITAL_LOAN,0.136156,0.003462,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001549,SME002278,RM022,WORKING_CAPITAL_LOAN,0.258050,-0.053182,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001550,SME002279,RM008,WORKING_CAPITAL_LOAN,0.278775,0.061002,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001551,SME002280,RM012,WORKING_CAPITAL_LOAN,0.196886,0.016119,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001552,SME002283,RM042,WORKING_CAPITAL_LOAN,0.332627,0.017444,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001553,SME002284,RM032,WORKING_CAPITAL_LOAN,0.221809,0.042636,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001554,SME002285,RM009,WORKING_CAPITAL_LOAN,0.283050,0.048890,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001555,SME002286,RM001,WORKING_CAPITAL_LOAN,0.172945,0.010064,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001556,SME002287,RM003,WORKING_CAPITAL_LOAN,0.295741,-0.037242,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001557,SME002290,RM009,WORKING_CAPITAL_LOAN,0.202465,0.085730,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001558,SME002291,RM008,WORKING_CAPITAL_LOAN,0.235099,-0.013328,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001559,SME002292,RM022,WORKING_CAPITAL_LOAN,0.205824,0.041447,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001560,SME002293,RM029,WORKING_CAPITAL_LOAN,0.327567,0.049999,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001561,SME002294,RM032,WORKING_CAPITAL_LOAN,0.147995,0.004725,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001562,SME002296,RM008,WORKING_CAPITAL_LOAN,0.219238,0.057596,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001563,SME002297,RM009,WORKING_CAPITAL_LOAN,0.135879,-0.002857,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001564,SME002300,RM034,WORKING_CAPITAL_LOAN,0.271403,-0.013093,CROSS_BORDER_ACTIVITY,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001565,SME002302,RM031,WORKING_CAPITAL_LOAN,0.166640,-0.009972,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001566,SME002303,RM010,WORKING_CAPITAL_LOAN,0.226034,0.016595,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001567,SME002304,RM041,WORKING_CAPITAL_LOAN,0.230336,0.022928,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001568,SME002307,RM041,WORKING_CAPITAL_LOAN,0.187434,0.040640,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001569,SME002310,RM015,WORKING_CAPITAL_LOAN,0.176586,-0.008823,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001570,SME002311,RM006,WORKING_CAPITAL_LOAN,0.300238,0.008808,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001571,SME002313,RM018,WORKING_CAPITAL_LOAN,0.166520,0.015648,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001572,SME002314,RM022,WORKING_CAPITAL_LOAN,0.156438,0.005119,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001573,SME002315,RM001,WORKING_CAPITAL_LOAN,0.348660,0.079279,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001574,SME002316,RM008,WORKING_CAPITAL_LOAN,0.335280,0.023369,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001575,SME002317,RM041,WORKING_CAPITAL_LOAN,0.206182,-0.003393,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,STRONG_PRODUCT_NEED_SIGNAL,DERIVED_ANALYTICS
OPP0001576,SME002319,RM020,WORKING_CAPITAL_LOAN,0.157633,0.019139,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001577,SME002320,RM001,WORKING_CAPITAL_LOAN,0.301718,0.025469,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001578,SME002322,RM015,WORKING_CAPITAL_LOAN,0.210374,-0.050985,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001579,SME002323,RM023,WORKING_CAPITAL_LOAN,0.115051,-0.023159,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001580,SME002325,RM003,WORKING_CAPITAL_LOAN,0.202545,0.009924,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001581,SME002328,RM023,WORKING_CAPITAL_LOAN,0.273780,0.023872,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001582,SME002329,RM046,WORKING_CAPITAL_LOAN,0.200349,0.058854,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001583,SME002332,RM021,WORKING_CAPITAL_LOAN,0.264212,0.012259,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001584,SME002333,RM002,WORKING_CAPITAL_LOAN,0.223301,0.010676,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001585,SME002336,RM020,WORKING_CAPITAL_LOAN,0.259170,0.005569,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001586,SME002338,RM015,WORKING_CAPITAL_LOAN,0.304929,0.030367,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001587,SME002343,RM043,WORKING_CAPITAL_LOAN,0.305241,-0.013651,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001588,SME002344,RM021,WORKING_CAPITAL_LOAN,0.260463,0.070787,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001589,SME002345,RM009,WORKING_CAPITAL_LOAN,0.375023,0.117587,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001590,SME002348,RM044,WORKING_CAPITAL_LOAN,0.404675,0.046580,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001591,SME002349,RM007,WORKING_CAPITAL_LOAN,0.304019,0.026714,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001592,SME002351,RM008,WORKING_CAPITAL_LOAN,0.195552,0.069361,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001593,SME002352,RM035,WORKING_CAPITAL_LOAN,0.356578,-0.082696,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001594,SME002353,RM002,WORKING_CAPITAL_LOAN,0.270432,0.045192,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001595,SME002355,RM036,WORKING_CAPITAL_LOAN,0.292827,0.047925,CROSS_BORDER_ACTIVITY,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001596,SME002357,RM018,WORKING_CAPITAL_LOAN,0.173323,-0.003664,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001597,SME002358,RM031,WORKING_CAPITAL_LOAN,0.214498,-0.033813,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001598,SME002359,RM023,WORKING_CAPITAL_LOAN,0.258712,-0.076557,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001599,SME002360,RM041,WORKING_CAPITAL_LOAN,0.193986,0.034113,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001600,SME002361,RM045,WORKING_CAPITAL_LOAN,0.131079,0.026368,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001601,SME002362,RM041,WORKING_CAPITAL_LOAN,0.279780,-0.090294,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001602,SME002363,RM047,WORKING_CAPITAL_LOAN,0.319986,0.053533,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001603,SME002364,RM017,WORKING_CAPITAL_LOAN,0.428070,0.099275,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001604,SME002366,RM007,WORKING_CAPITAL_LOAN,0.217733,-0.039374,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001605,SME002367,RM021,WORKING_CAPITAL_LOAN,0.262305,-0.020195,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001606,SME002368,RM018,WORKING_CAPITAL_LOAN,0.142277,-0.019765,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001607,SME002370,RM012,WORKING_CAPITAL_LOAN,0.252387,0.011783,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001608,SME002371,RM031,WORKING_CAPITAL_LOAN,0.191169,-0.034598,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001609,SME002373,RM010,WORKING_CAPITAL_LOAN,0.126385,-0.029992,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001610,SME002374,RM004,WORKING_CAPITAL_LOAN,0.363138,0.007808,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001611,SME002375,RM008,WORKING_CAPITAL_LOAN,0.281249,0.016720,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001612,SME002377,RM034,WORKING_CAPITAL_LOAN,0.365797,0.064608,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001613,SME002378,RM017,WORKING_CAPITAL_LOAN,0.152228,0.036349,CROSS_BORDER_ACTIVITY,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001614,SME002379,RM009,WORKING_CAPITAL_LOAN,0.257707,0.000401,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001615,SME002381,RM031,WORKING_CAPITAL_LOAN,0.225783,-0.037244,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001616,SME002382,RM033,WORKING_CAPITAL_LOAN,0.165463,-0.020030,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001617,SME002383,RM038,WORKING_CAPITAL_LOAN,0.224427,0.066062,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001618,SME002384,RM039,WORKING_CAPITAL_LOAN,0.229340,0.023809,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001619,SME002385,RM001,WORKING_CAPITAL_LOAN,0.222213,0.015946,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001620,SME002388,RM042,WORKING_CAPITAL_LOAN,0.259214,-0.027958,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001621,SME002389,RM009,WORKING_CAPITAL_LOAN,0.225106,0.015762,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001622,SME002392,RM002,WORKING_CAPITAL_LOAN,0.112899,-0.008631,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001623,SME002394,RM030,WORKING_CAPITAL_LOAN,0.150103,0.010222,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001624,SME002395,RM019,WORKING_CAPITAL_LOAN,0.151842,0.061875,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001625,SME002396,RM038,WORKING_CAPITAL_LOAN,0.221331,0.016005,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001626,SME002398,RM017,WORKING_CAPITAL_LOAN,0.146137,0.005687,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001627,SME002399,RM029,WORKING_CAPITAL_LOAN,0.167729,0.028412,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001628,SME002400,RM028,WORKING_CAPITAL_LOAN,0.131335,0.019196,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001629,SME002402,RM043,WORKING_CAPITAL_LOAN,0.212836,0.015030,HIGH_DIGITAL_ENGAGEMENT,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001630,SME002403,RM039,WORKING_CAPITAL_LOAN,0.305245,0.029070,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001631,SME002405,RM038,WORKING_CAPITAL_LOAN,0.332109,0.005340,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001632,SME002406,RM031,WORKING_CAPITAL_LOAN,0.303703,-0.023202,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001633,SME002407,RM002,WORKING_CAPITAL_LOAN,0.229231,0.015420,ESTABLISHED_RELATIONSHIP,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001634,SME002408,RM001,WORKING_CAPITAL_LOAN,0.275830,-0.012450,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001635,SME002409,RM007,WORKING_CAPITAL_LOAN,0.155947,0.025604,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001636,SME002410,RM036,WORKING_CAPITAL_LOAN,0.365048,0.069168,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001637,SME002411,RM029,WORKING_CAPITAL_LOAN,0.189912,0.027551,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001638,SME002413,RM021,WORKING_CAPITAL_LOAN,0.196235,0.024627,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001639,SME002414,RM011,WORKING_CAPITAL_LOAN,0.207232,-0.053530,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001640,SME002415,RM047,WORKING_CAPITAL_LOAN,0.152531,-0.030099,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001641,SME002417,RM010,WORKING_CAPITAL_LOAN,0.243502,-0.009602,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001642,SME002418,RM002,WORKING_CAPITAL_LOAN,0.246475,0.080873,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001643,SME002419,RM021,WORKING_CAPITAL_LOAN,0.253904,-0.009559,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001644,SME002420,RM037,WORKING_CAPITAL_LOAN,0.340955,0.032997,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001645,SME002423,RM022,WORKING_CAPITAL_LOAN,0.232026,0.019779,HIGH_DIGITAL_ENGAGEMENT,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001646,SME002424,RM045,WORKING_CAPITAL_LOAN,0.197363,0.054686,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001647,SME002425,RM018,WORKING_CAPITAL_LOAN,0.188905,0.033259,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001648,SME002426,RM016,WORKING_CAPITAL_LOAN,0.135982,-0.020928,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001649,SME002427,RM008,WORKING_CAPITAL_LOAN,0.195611,-0.011432,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001650,SME002428,RM032,WORKING_CAPITAL_LOAN,0.210029,0.022143,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001651,SME002429,RM046,WORKING_CAPITAL_LOAN,0.210477,-0.031718,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001652,SME002430,RM040,WORKING_CAPITAL_LOAN,0.382563,-0.050779,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001653,SME002433,RM036,WORKING_CAPITAL_LOAN,0.275576,0.038969,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001654,SME002434,RM038,WORKING_CAPITAL_LOAN,0.266537,0.069338,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001655,SME002436,RM002,WORKING_CAPITAL_LOAN,0.304423,-0.003074,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001656,SME002438,RM029,WORKING_CAPITAL_LOAN,0.172110,0.032160,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001657,SME002439,RM032,WORKING_CAPITAL_LOAN,0.267463,0.038019,ESTABLISHED_RELATIONSHIP,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001658,SME002440,RM019,WORKING_CAPITAL_LOAN,0.196406,0.028308,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,ESTABLISHED_RELATIONSHIP,DERIVED_ANALYTICS
OPP0001659,SME002443,RM010,WORKING_CAPITAL_LOAN,0.295708,-0.007963,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,LOWER_CREDIT_RISK_SIGNAL,DERIVED_ANALYTICS
OPP0001660,SME002444,RM001,WORKING_CAPITAL_LOAN,0.135366,-0.028062,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001661,SME002445,RM027,WORKING_CAPITAL_LOAN,0.215756,0.047347,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001662,SME002446,RM013,WORKING_CAPITAL_LOAN,0.282885,0.006292,ESTABLISHED_RELATIONSHIP,LOWER_CREDIT_RISK_SIGNAL,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
OPP0001663,SME002447,RM002,WORKING_CAPITAL_LOAN,0.162621,0.006805,MATERIAL_BUSINESS_SCALE,LOWER_CREDIT_RISK_SIGNAL,HIGH_DIGITAL_ENGAGEMENT,DERIVED_ANALYTICS
OPP0001664,SME002448,RM001,WORKING_CAPITAL_LOAN,0.338227,-0.012717,ESTABLISHED_RELATIONSHIP,CROSS_BORDER_ACTIVITY,MATERIAL_BUSINESS_SCALE,DERIVED_ANALYTICS
