interaction_id,customer_id,rm_id,interaction_date,channel,outcome,data_class
I0002166,SME000641,RM021,2025-12-04,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002167,SME000641,RM021,2025-10-18,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002168,SME000642,RM036,2025-09-15,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002169,SME000642,RM036,2025-11-24,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002170,SME000643,RM012,2026-03-02,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002171,SME000643,RM012,2026-03-10,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002172,SME000643,RM012,2025-11-15,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002173,SME000643,RM012,2026-06-26,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002174,SME000644,RM017,2026-03-13,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002175,SME000644,RM017,2025-11-18,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002176,SME000644,RM017,2026-03-28,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002177,SME000644,RM017,2026-01-06,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002178,SME000644,RM017,2026-05-26,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002179,SME000644,RM017,2025-08-30,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002180,SME000645,RM021,2025-08-26,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002181,SME000645,RM021,2026-04-27,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002182,SME000645,RM021,2026-05-18,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002183,SME000646,RM016,2026-02-15,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002184,SME000646,RM016,2026-04-02,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002185,SME000646,RM016,2025-12-12,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002186,SME000646,RM016,2026-07-19,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002187,SME000646,RM016,2026-07-27,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002188,SME000647,RM015,2025-08-21,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002189,SME000647,RM015,2026-04-10,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002190,SME000647,RM015,2025-11-08,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002191,SME000648,RM025,2025-12-08,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002192,SME000648,RM025,2026-02-17,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002193,SME000648,RM025,2026-03-22,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002194,SME000648,RM025,2025-12-12,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002195,SME000648,RM025,2025-11-01,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002196,SME000648,RM025,2026-06-20,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002197,SME000649,RM041,2026-03-22,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002198,SME000649,RM041,2026-05-31,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002199,SME000649,RM041,2025-12-24,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002200,SME000649,RM041,2026-05-15,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002201,SME000650,RM014,2026-02-04,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002202,SME000650,RM014,2026-04-05,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002203,SME000650,RM014,2025-12-05,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002204,SME000650,RM014,2026-02-13,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002205,SME000650,RM014,2026-05-20,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002206,SME000650,RM014,2026-01-28,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002207,SME000651,RM040,2025-12-11,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002208,SME000651,RM040,2026-08-17,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002209,SME000652,RM021,2026-01-12,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002210,SME000652,RM021,2025-10-31,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002211,SME000652,RM021,2026-02-12,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002212,SME000652,RM021,2026-05-21,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002213,SME000653,RM018,2026-06-11,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002214,SME000653,RM018,2025-12-25,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002215,SME000653,RM018,2026-04-28,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002216,SME000654,RM041,2025-11-08,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002217,SME000654,RM041,2026-02-10,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002218,SME000654,RM041,2026-02-09,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002219,SME000655,RM001,2025-11-16,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002220,SME000655,RM001,2025-11-16,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002221,SME000655,RM001,2026-08-04,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002222,SME000655,RM001,2026-07-08,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002223,SME000655,RM001,2026-06-23,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002224,SME000656,RM041,2025-12-21,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002225,SME000657,RM009,2025-12-15,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002226,SME000657,RM009,2026-01-18,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002227,SME000657,RM009,2025-10-08,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002228,SME000657,RM009,2026-07-13,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002229,SME000657,RM009,2026-01-08,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002230,SME000658,RM016,2026-06-18,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002231,SME000658,RM016,2026-04-14,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002232,SME000658,RM016,2025-09-04,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002233,SME000659,RM036,2026-03-20,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002234,SME000659,RM036,2026-05-28,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002235,SME000659,RM036,2025-11-14,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002236,SME000659,RM036,2025-09-02,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002237,SME000660,RM017,2025-11-11,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002238,SME000661,RM009,2026-06-20,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002239,SME000661,RM009,2025-09-11,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002240,SME000662,RM010,2026-04-12,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002241,SME000662,RM010,2025-09-10,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002242,SME000662,RM010,2026-02-21,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002243,SME000662,RM010,2026-01-22,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002244,SME000662,RM010,2025-11-21,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002245,SME000663,RM030,2025-10-07,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002246,SME000663,RM030,2025-11-22,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002247,SME000663,RM030,2025-12-14,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002248,SME000663,RM030,2026-06-14,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002249,SME000663,RM030,2026-04-13,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002250,SME000664,RM030,2026-02-16,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002251,SME000664,RM030,2025-12-16,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002252,SME000664,RM030,2026-02-23,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002253,SME000664,RM030,2026-06-05,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002254,SME000665,RM002,2025-10-08,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002255,SME000665,RM002,2026-01-18,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002256,SME000665,RM002,2026-02-15,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002257,SME000665,RM002,2026-02-28,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002258,SME000665,RM002,2026-07-05,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002259,SME000665,RM002,2026-01-05,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002260,SME000666,RM033,2025-08-27,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002261,SME000667,RM032,2025-10-12,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002262,SME000668,RM030,2026-06-12,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002263,SME000668,RM030,2025-12-11,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002264,SME000668,RM030,2025-12-27,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002265,SME000668,RM030,2025-11-09,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002266,SME000668,RM030,2026-05-13,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002267,SME000668,RM030,2026-07-05,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002268,SME000669,RM030,2026-04-06,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002269,SME000670,RM029,2026-03-15,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002270,SME000670,RM029,2025-10-06,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002271,SME000671,RM013,2026-02-25,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002272,SME000671,RM013,2026-05-01,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002273,SME000671,RM013,2026-05-09,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002274,SME000672,RM009,2025-08-21,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002275,SME000673,RM005,2026-02-20,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002276,SME000673,RM005,2026-08-12,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002277,SME000674,RM009,2025-11-17,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002278,SME000674,RM009,2025-09-13,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002279,SME000674,RM009,2026-03-16,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002280,SME000674,RM009,2025-08-21,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002281,SME000675,RM022,2025-12-09,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002282,SME000675,RM022,2026-01-24,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002283,SME000675,RM022,2026-06-28,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002284,SME000675,RM022,2026-01-06,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002285,SME000676,RM048,2025-12-02,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002286,SME000676,RM048,2025-11-15,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002287,SME000676,RM048,2025-12-01,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002288,SME000676,RM048,2026-08-07,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002289,SME000677,RM029,2026-06-28,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002290,SME000677,RM029,2026-06-02,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002291,SME000677,RM029,2025-11-19,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002292,SME000677,RM029,2026-07-07,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002293,SME000678,RM022,2026-03-31,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002294,SME000678,RM022,2025-11-18,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002295,SME000678,RM022,2025-10-25,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002296,SME000679,RM015,2025-12-31,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002297,SME000679,RM015,2025-12-16,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002298,SME000679,RM015,2026-03-09,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002299,SME000679,RM015,2026-03-04,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002300,SME000679,RM015,2026-04-14,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002301,SME000679,RM015,2025-12-30,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002302,SME000680,RM029,2025-10-17,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002303,SME000680,RM029,2025-08-24,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002304,SME000680,RM029,2026-07-02,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002305,SME000680,RM029,2025-08-21,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002306,SME000681,RM002,2025-12-21,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002307,SME000681,RM002,2026-01-18,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002308,SME000681,RM002,2026-03-17,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002309,SME000682,RM017,2026-04-10,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002310,SME000682,RM017,2026-05-18,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002311,SME000683,RM030,2025-11-28,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002312,SME000683,RM030,2026-04-07,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002313,SME000683,RM030,2026-03-27,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002314,SME000684,RM027,2025-09-19,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002315,SME000684,RM027,2025-11-01,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002316,SME000684,RM027,2026-05-31,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002317,SME000685,RM029,2025-08-23,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002318,SME000685,RM029,2025-10-22,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002319,SME000686,RM022,2026-08-08,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002320,SME000686,RM022,2026-04-29,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002321,SME000686,RM022,2025-12-24,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002322,SME000686,RM022,2026-03-28,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002323,SME000686,RM022,2026-07-23,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002324,SME000687,RM017,2025-09-08,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002325,SME000687,RM017,2026-04-29,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002326,SME000688,RM011,2025-12-15,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002327,SME000688,RM011,2025-12-26,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002328,SME000688,RM011,2025-09-13,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002329,SME000689,RM016,2026-02-24,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002330,SME000690,RM018,2026-05-14,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002331,SME000690,RM018,2026-04-16,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002332,SME000690,RM018,2025-12-30,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002333,SME000691,RM029,2026-03-16,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002334,SME000691,RM029,2026-01-27,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002335,SME000691,RM029,2026-01-12,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002336,SME000691,RM029,2025-12-06,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002337,SME000691,RM029,2025-08-22,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002338,SME000692,RM021,2026-06-08,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002339,SME000692,RM021,2026-05-26,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002340,SME000692,RM021,2026-03-25,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002341,SME000693,RM012,2025-10-15,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002342,SME000693,RM012,2026-01-26,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002343,SME000694,RM002,2026-02-16,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002344,SME000694,RM002,2026-05-24,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002345,SME000694,RM002,2026-06-04,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002346,SME000694,RM002,2025-09-15,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002347,SME000694,RM002,2025-10-09,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002348,SME000694,RM002,2025-11-29,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002349,SME000695,RM010,2026-07-13,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002350,SME000696,RM012,2026-04-08,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002351,SME000696,RM012,2025-09-06,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002352,SME000697,RM021,2025-09-28,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002353,SME000697,RM021,2025-11-18,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002354,SME000697,RM021,2026-06-05,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002355,SME000697,RM021,2025-12-07,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002356,SME000697,RM021,2026-01-15,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002357,SME000698,RM022,2026-07-16,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002358,SME000698,RM022,2026-05-09,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002359,SME000698,RM022,2025-09-01,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002360,SME000698,RM022,2026-01-23,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002361,SME000698,RM022,2026-07-18,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002362,SME000699,RM035,2026-04-10,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002363,SME000699,RM035,2026-08-07,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002364,SME000699,RM035,2026-01-08,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002365,SME000700,RM014,2025-09-26,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002366,SME000700,RM014,2025-10-01,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002367,SME000700,RM014,2026-07-03,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002368,SME000700,RM014,2026-04-13,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002369,SME000701,RM035,2025-11-06,CALL,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002370,SME000701,RM035,2026-06-06,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002371,SME000701,RM035,2025-12-20,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002372,SME000702,RM007,2025-09-18,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002373,SME000702,RM007,2026-04-01,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002374,SME000702,RM007,2026-05-06,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002375,SME000703,RM035,2026-07-24,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002376,SME000703,RM035,2025-09-14,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002377,SME000703,RM035,2025-11-03,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002378,SME000704,RM030,2026-02-23,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002379,SME000705,RM013,2026-08-08,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002380,SME000705,RM013,2026-03-07,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002381,SME000705,RM013,2026-03-09,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002382,SME000706,RM008,2025-09-23,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002383,SME000706,RM008,2026-01-22,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002384,SME000706,RM008,2026-06-12,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002385,SME000706,RM008,2026-04-17,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002386,SME000707,RM002,2026-02-23,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002387,SME000707,RM002,2025-11-30,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002388,SME000708,RM029,2026-02-23,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002389,SME000708,RM029,2025-12-15,SECURE_MESSAGE,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002390,SME000708,RM029,2026-03-04,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002391,SME000708,RM029,2026-02-15,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002392,SME000708,RM029,2026-01-17,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002393,SME000708,RM029,2026-06-09,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002394,SME000709,RM022,2025-11-19,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002395,SME000709,RM022,2026-08-13,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002396,SME000709,RM022,2025-12-03,SECURE_MESSAGE,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002397,SME000710,RM031,2026-07-19,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002398,SME000710,RM031,2025-11-25,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002399,SME000711,RM030,2025-09-23,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002400,SME000712,RM046,2025-09-26,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002401,SME000712,RM046,2026-03-02,MEETING,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002402,SME000712,RM046,2026-03-17,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002403,SME000712,RM046,2026-02-11,MEETING,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002404,SME000712,RM046,2025-08-25,BRANCH,NEEDS_REVIEW,CONTROLLED_SYNTHETIC
I0002405,SME000713,RM040,2025-10-13,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002406,SME000713,RM040,2026-06-18,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002407,SME000713,RM040,2025-09-11,MEETING,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002408,SME000713,RM040,2026-01-27,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002409,SME000713,RM040,2026-05-25,CALL,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002410,SME000714,RM036,2026-05-25,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002411,SME000715,RM045,2025-09-01,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002412,SME000715,RM045,2026-07-18,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002413,SME000715,RM045,2025-12-31,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002414,SME000715,RM045,2026-05-03,SECURE_MESSAGE,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002415,SME000715,RM045,2026-01-21,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002416,SME000716,RM001,2025-09-16,BRANCH,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002417,SME000716,RM001,2026-06-30,BRANCH,CONNECTED,CONTROLLED_SYNTHETIC
I0002418,SME000716,RM001,2025-11-30,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002419,SME000717,RM008,2026-01-05,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
I0002420,SME000717,RM008,2026-08-11,CALL,FOLLOW_UP,CONTROLLED_SYNTHETIC
I0002421,SME000718,RM045,2026-07-08,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002422,SME000719,RM030,2026-04-07,CALL,CONNECTED,CONTROLLED_SYNTHETIC
I0002423,SME000719,RM030,2025-12-02,MEETING,CONNECTED,CONTROLLED_SYNTHETIC
I0002424,SME000720,RM002,2025-12-20,BRANCH,NO_RESPONSE,CONTROLLED_SYNTHETIC
I0002425,SME000721,RM008,2025-10-13,SECURE_MESSAGE,CONNECTED,CONTROLLED_SYNTHETIC
