customer_id,pd_12m,internal_rating,days_past_due,stage,kyc_review_due_date,aml_alert_priority,beneficial_owner_complete,financials_fresh_flag,data_class
SME000738,0.041168,R03,0,1,2026-04-07,NONE,True,False,CONTROLLED_SYNTHETIC
SME000739,0.045363,R03,0,1,2026-04-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000740,0.015139,R02,0,1,2026-07-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000741,0.008741,R02,0,1,2026-12-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000742,0.044213,R03,0,1,2026-12-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000743,0.044911,R03,0,1,2027-05-12,LOW,True,True,CONTROLLED_SYNTHETIC
SME000744,0.052687,R04,5,1,2027-01-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000745,0.025551,R03,0,1,2026-03-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000746,0.086969,R05,0,1,2027-03-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000747,0.078575,R05,15,1,2025-12-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000748,0.054463,R04,0,1,2026-03-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000749,0.033346,R03,0,1,2027-06-08,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000750,0.042078,R03,60,2,2026-08-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000751,0.031141,R03,0,1,2026-03-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000752,0.004104,R02,0,1,2026-12-24,LOW,True,True,CONTROLLED_SYNTHETIC
SME000753,0.081267,R05,0,1,2027-03-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000754,0.107197,R06,0,1,2026-11-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000755,0.058847,R04,5,1,2026-01-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000756,0.040811,R03,0,1,2026-02-13,NONE,True,False,CONTROLLED_SYNTHETIC
SME000757,0.036779,R03,5,1,2026-09-18,LOW,True,True,CONTROLLED_SYNTHETIC
SME000758,0.019608,R02,0,1,2027-06-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000759,0.033445,R03,30,2,2027-03-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000760,0.054796,R04,5,1,2026-11-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000761,0.012874,R02,0,1,2026-09-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000762,0.011863,R02,15,1,2026-07-07,NONE,True,False,CONTROLLED_SYNTHETIC
SME000763,0.061345,R04,0,1,2026-06-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000764,0.054535,R04,0,1,2027-04-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000765,0.023988,R03,5,1,2027-08-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000766,0.060184,R04,30,2,2027-05-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000767,0.019308,R02,0,1,2027-10-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000768,0.007029,R02,0,1,2027-08-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000769,0.022563,R02,0,1,2026-05-25,NONE,True,False,CONTROLLED_SYNTHETIC
SME000770,0.040523,R03,0,1,2027-04-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000771,0.012239,R02,0,1,2026-04-06,NONE,False,True,CONTROLLED_SYNTHETIC
SME000772,0.023185,R03,0,1,2026-06-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000773,0.049840,R04,30,2,2026-04-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000774,0.064926,R04,0,1,2026-12-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000775,0.048394,R04,0,1,2027-09-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000776,0.032140,R03,0,1,2026-05-07,NONE,True,False,CONTROLLED_SYNTHETIC
SME000777,0.048844,R04,0,1,2027-04-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000778,0.056192,R04,0,1,2026-06-13,NONE,True,True,CONTROLLED_SYNTHETIC
SME000779,0.036699,R03,60,2,2027-03-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000780,0.096013,R06,0,1,2026-05-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000781,0.021670,R02,0,1,2027-01-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000782,0.043413,R03,0,1,2026-09-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000783,0.064643,R04,0,1,2026-11-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000784,0.024964,R03,0,1,2026-04-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000785,0.045948,R04,0,1,2025-12-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000786,0.069546,R05,5,1,2027-02-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000787,0.024634,R03,0,1,2027-09-16,LOW,True,True,CONTROLLED_SYNTHETIC
SME000788,0.044936,R03,0,1,2025-12-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000789,0.009113,R02,0,1,2027-10-04,NONE,False,True,CONTROLLED_SYNTHETIC
SME000790,0.011675,R02,0,1,2026-12-22,LOW,True,True,CONTROLLED_SYNTHETIC
SME000791,0.066834,R04,0,1,2026-05-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000792,0.054691,R04,0,1,2027-02-02,NONE,False,True,CONTROLLED_SYNTHETIC
SME000793,0.048397,R04,0,1,2026-02-28,NONE,False,True,CONTROLLED_SYNTHETIC
SME000794,0.025494,R03,0,1,2027-05-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000795,0.034536,R03,0,1,2026-02-24,NONE,True,False,CONTROLLED_SYNTHETIC
SME000796,0.056721,R04,0,1,2026-04-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000797,0.050128,R04,0,1,2027-09-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000798,0.042474,R03,0,1,2026-08-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000799,0.082279,R05,0,1,2026-11-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000800,0.020718,R02,0,1,2026-04-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000801,0.009750,R02,0,1,2027-04-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000802,0.050726,R04,0,1,2026-05-06,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000803,0.051075,R04,0,1,2026-10-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000804,0.030346,R03,0,1,2026-04-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000805,0.020165,R02,0,1,2027-06-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000806,0.056982,R04,0,1,2026-11-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000807,0.033992,R03,0,1,2026-03-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000808,0.049002,R04,0,1,2026-04-07,NONE,True,False,CONTROLLED_SYNTHETIC
SME000809,0.008477,R02,0,1,2027-07-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000810,0.033130,R03,0,1,2026-05-09,LOW,True,False,CONTROLLED_SYNTHETIC
SME000811,0.002542,R02,5,1,2026-01-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000812,0.059196,R04,0,1,2026-05-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000813,0.029953,R03,0,1,2026-08-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000814,0.015962,R02,15,1,2027-06-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000815,0.050527,R04,5,1,2026-04-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000816,0.021617,R02,0,1,2026-04-19,LOW,True,True,CONTROLLED_SYNTHETIC
SME000817,0.042877,R03,0,1,2026-02-11,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000818,0.007679,R02,15,1,2026-06-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000819,0.044776,R03,60,2,2027-07-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000820,0.027114,R03,0,1,2026-10-11,NONE,False,True,CONTROLLED_SYNTHETIC
SME000821,0.010404,R02,0,1,2026-02-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000822,0.007942,R02,0,1,2026-03-11,NONE,True,False,CONTROLLED_SYNTHETIC
SME000823,0.064679,R04,0,1,2026-09-06,LOW,True,True,CONTROLLED_SYNTHETIC
SME000824,0.049546,R04,0,1,2027-09-26,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000825,0.010350,R02,0,1,2026-12-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000826,0.024494,R03,0,1,2027-06-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000827,0.047936,R04,5,1,2026-07-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000828,0.038382,R03,0,1,2027-03-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000829,0.098077,R06,0,1,2026-02-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000830,0.036686,R03,0,1,2027-06-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000831,0.042692,R03,60,2,2026-03-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000832,0.020586,R02,90,3,2027-01-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000833,0.079676,R05,0,1,2026-10-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000834,0.069813,R05,0,1,2027-02-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000835,0.079585,R05,15,1,2027-03-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000836,0.012047,R02,0,1,2026-10-09,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000837,0.054184,R04,0,1,2026-11-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000838,0.022592,R02,0,1,2026-04-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000839,0.080087,R05,0,1,2026-04-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000840,0.032724,R03,0,1,2025-12-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000841,0.055846,R04,0,1,2027-06-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000842,0.043308,R03,0,1,2027-03-30,HIGH,True,True,CONTROLLED_SYNTHETIC
SME000843,0.032048,R03,15,1,2026-02-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000844,0.040269,R03,0,1,2026-12-13,NONE,True,True,CONTROLLED_SYNTHETIC
SME000845,0.024121,R03,0,1,2026-03-29,LOW,True,True,CONTROLLED_SYNTHETIC
SME000846,0.018852,R02,90,3,2027-01-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000847,0.069574,R05,0,1,2026-08-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000848,0.023830,R03,0,1,2025-12-28,HIGH,True,True,CONTROLLED_SYNTHETIC
SME000849,0.043638,R03,0,1,2027-08-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000850,0.074209,R05,0,1,2027-03-10,LOW,True,True,CONTROLLED_SYNTHETIC
SME000851,0.035022,R03,0,1,2027-04-17,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000852,0.047909,R04,5,1,2026-01-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000853,0.024722,R03,0,1,2026-07-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000854,0.070168,R05,0,1,2026-02-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000855,0.026318,R03,5,1,2026-06-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000856,0.036282,R03,0,1,2027-07-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000857,0.029839,R03,0,1,2027-02-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000858,0.021926,R02,0,1,2026-09-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000859,0.033544,R03,60,2,2027-09-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000860,0.031413,R03,0,1,2027-08-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000861,0.029182,R03,15,1,2026-01-29,NONE,True,False,CONTROLLED_SYNTHETIC
SME000862,0.018598,R02,0,1,2027-07-10,NONE,True,False,CONTROLLED_SYNTHETIC
SME000863,0.045453,R03,0,1,2027-01-22,NONE,False,True,CONTROLLED_SYNTHETIC
SME000864,0.070259,R05,0,1,2027-09-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000865,0.035700,R03,0,1,2027-08-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000866,0.013203,R02,0,1,2026-03-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000867,0.020926,R02,0,1,2026-12-13,NONE,True,True,CONTROLLED_SYNTHETIC
SME000868,0.049170,R04,0,1,2026-10-13,NONE,True,False,CONTROLLED_SYNTHETIC
SME000869,0.046632,R04,0,1,2027-02-25,NONE,True,True,CONTROLLED_SYNTHETIC
SME000870,0.015438,R02,0,1,2025-12-25,NONE,True,True,CONTROLLED_SYNTHETIC
SME000871,0.078535,R05,0,1,2026-01-24,NONE,False,False,CONTROLLED_SYNTHETIC
SME000872,0.063877,R04,0,1,2026-10-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000873,0.016044,R02,0,1,2026-05-28,LOW,True,False,CONTROLLED_SYNTHETIC
SME000874,0.030581,R03,0,1,2027-03-06,NONE,True,False,CONTROLLED_SYNTHETIC
SME000875,0.037525,R03,60,2,2026-06-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000876,0.023424,R03,0,1,2026-02-11,NONE,True,True,CONTROLLED_SYNTHETIC
SME000877,0.051715,R04,0,1,2026-01-08,NONE,True,False,CONTROLLED_SYNTHETIC
SME000878,0.033976,R03,0,1,2026-06-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000879,0.046918,R04,0,1,2027-03-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000880,0.058037,R04,0,1,2026-06-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000881,0.027337,R03,5,1,2027-04-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000882,0.008361,R02,0,1,2026-07-23,NONE,False,True,CONTROLLED_SYNTHETIC
SME000883,0.070997,R05,0,1,2026-07-18,LOW,True,True,CONTROLLED_SYNTHETIC
SME000884,0.028190,R03,0,1,2027-09-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000885,0.067041,R04,0,1,2026-04-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000886,0.046107,R04,0,1,2026-11-01,NONE,True,False,CONTROLLED_SYNTHETIC
SME000887,0.032660,R03,0,1,2027-09-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000888,0.043682,R03,0,1,2026-04-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000889,0.026505,R03,0,1,2027-06-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000890,0.067412,R04,0,1,2026-05-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000891,0.020749,R02,0,1,2027-06-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000892,0.014084,R02,0,1,2026-03-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000893,0.049412,R04,15,1,2027-01-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME000894,0.091332,R06,0,1,2027-09-15,HIGH,True,True,CONTROLLED_SYNTHETIC
SME000895,0.052760,R04,0,1,2026-03-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000896,0.021945,R02,0,1,2027-01-03,NONE,True,False,CONTROLLED_SYNTHETIC
SME000897,0.039375,R03,0,1,2026-12-30,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000898,0.021475,R02,0,1,2026-07-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000899,0.108383,R06,0,1,2026-02-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000900,0.037055,R03,5,1,2027-06-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000901,0.068688,R05,0,1,2027-10-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000902,0.042594,R03,0,1,2027-07-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000903,0.025748,R03,0,1,2026-12-05,NONE,False,True,CONTROLLED_SYNTHETIC
SME000904,0.061664,R04,5,1,2026-02-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000905,0.015112,R02,0,1,2027-02-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME000906,0.054227,R04,0,1,2027-03-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000907,0.028154,R03,0,1,2027-09-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000908,0.055953,R04,0,1,2026-10-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000909,0.027715,R03,0,1,2027-09-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000910,0.033887,R03,0,1,2027-05-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000911,0.036191,R03,0,1,2026-03-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000912,0.041346,R03,0,1,2027-09-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000913,0.039377,R03,0,1,2027-09-27,NONE,True,False,CONTROLLED_SYNTHETIC
SME000914,0.066935,R04,0,1,2027-04-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000915,0.033889,R03,15,1,2026-08-01,LOW,True,True,CONTROLLED_SYNTHETIC
SME000916,0.048163,R04,0,1,2026-05-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000917,0.052493,R04,0,1,2026-06-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000918,0.070470,R05,0,1,2026-11-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME000919,0.023885,R03,0,1,2026-12-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000920,0.032132,R03,0,1,2026-04-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000921,0.061594,R04,15,1,2026-04-13,NONE,True,False,CONTROLLED_SYNTHETIC
SME000922,0.009408,R02,0,1,2027-02-23,NONE,True,False,CONTROLLED_SYNTHETIC
SME000923,0.032925,R03,0,1,2027-05-25,LOW,True,True,CONTROLLED_SYNTHETIC
SME000924,0.021815,R02,0,1,2026-02-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000925,0.022051,R02,0,1,2026-08-23,NONE,True,False,CONTROLLED_SYNTHETIC
SME000926,0.043616,R03,0,1,2026-11-01,NONE,True,False,CONTROLLED_SYNTHETIC
SME000927,0.067648,R04,0,1,2026-12-01,MEDIUM,True,True,CONTROLLED_SYNTHETIC
SME000928,0.040203,R03,0,1,2025-12-19,NONE,True,False,CONTROLLED_SYNTHETIC
SME000929,0.013043,R02,0,1,2027-07-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000930,0.002000,R02,0,1,2027-02-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000931,0.008710,R02,0,1,2026-02-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000932,0.016736,R02,0,1,2025-12-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000933,0.052076,R04,0,1,2026-07-22,LOW,True,False,CONTROLLED_SYNTHETIC
SME000934,0.048406,R04,30,2,2026-05-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000935,0.038537,R03,0,1,2026-01-19,NONE,True,False,CONTROLLED_SYNTHETIC
SME000936,0.045903,R04,5,1,2026-07-11,LOW,True,True,CONTROLLED_SYNTHETIC
SME000937,0.035594,R03,0,1,2027-08-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000938,0.040371,R03,0,1,2027-06-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000939,0.039943,R03,0,1,2027-08-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000940,0.027232,R03,0,1,2025-12-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000941,0.040622,R03,0,1,2026-12-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000942,0.028778,R03,0,1,2027-05-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000943,0.038565,R03,0,1,2026-05-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000944,0.079113,R05,0,1,2027-03-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000945,0.033895,R03,0,1,2026-05-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000946,0.039049,R03,0,1,2027-08-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME000947,0.056066,R04,0,1,2027-09-05,NONE,True,False,CONTROLLED_SYNTHETIC
SME000948,0.025972,R03,15,1,2026-11-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000949,0.042858,R03,0,1,2027-06-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000950,0.037859,R03,0,1,2026-04-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000951,0.052002,R04,90,3,2027-09-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME000952,0.085104,R05,0,1,2026-08-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME000953,0.079386,R05,15,1,2027-06-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000954,0.050175,R04,5,1,2026-10-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000955,0.057824,R04,0,1,2026-11-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000956,0.077300,R05,0,1,2027-03-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000957,0.042566,R03,0,1,2027-01-28,NONE,True,True,CONTROLLED_SYNTHETIC
SME000958,0.072537,R05,0,1,2027-04-25,LOW,True,False,CONTROLLED_SYNTHETIC
SME000959,0.046807,R04,0,1,2026-03-14,NONE,True,True,CONTROLLED_SYNTHETIC
SME000960,0.039649,R03,0,1,2027-02-02,NONE,True,True,CONTROLLED_SYNTHETIC
SME000961,0.047668,R04,0,1,2026-04-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000962,0.028302,R03,0,1,2027-08-07,LOW,True,True,CONTROLLED_SYNTHETIC
SME000963,0.012553,R02,0,1,2025-12-26,NONE,True,True,CONTROLLED_SYNTHETIC
SME000964,0.041410,R03,0,1,2027-07-01,NONE,True,True,CONTROLLED_SYNTHETIC
SME000965,0.065746,R04,0,1,2026-04-30,NONE,True,False,CONTROLLED_SYNTHETIC
SME000966,0.040226,R03,0,1,2027-03-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000967,0.038938,R03,0,1,2026-11-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME000968,0.006953,R02,0,1,2027-02-16,NONE,True,False,CONTROLLED_SYNTHETIC
SME000969,0.060000,R04,5,1,2025-12-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000970,0.038234,R03,0,1,2027-10-13,NONE,False,True,CONTROLLED_SYNTHETIC
SME000971,0.099860,R06,30,2,2026-04-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000972,0.010413,R02,30,2,2026-07-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000973,0.052352,R04,5,1,2026-07-07,NONE,True,True,CONTROLLED_SYNTHETIC
SME000974,0.046269,R04,0,1,2026-10-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000975,0.021393,R02,0,1,2026-03-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000976,0.024706,R03,0,1,2027-05-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000977,0.045111,R03,0,1,2026-09-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME000978,0.007517,R02,0,1,2027-03-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000979,0.048912,R04,0,1,2027-10-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME000980,0.032518,R03,0,1,2027-03-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000981,0.044837,R03,0,1,2027-08-09,NONE,True,True,CONTROLLED_SYNTHETIC
SME000982,0.022160,R02,0,1,2027-04-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME000983,0.012005,R02,0,1,2027-01-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME000984,0.073115,R05,0,1,2026-05-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000985,0.003143,R02,0,1,2026-01-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME000986,0.035555,R03,15,1,2026-01-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000987,0.097841,R06,0,1,2026-10-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000988,0.019423,R02,0,1,2027-02-06,NONE,True,True,CONTROLLED_SYNTHETIC
SME000989,0.052965,R04,0,1,2026-10-31,NONE,True,True,CONTROLLED_SYNTHETIC
SME000990,0.075119,R05,0,1,2027-08-12,NONE,True,True,CONTROLLED_SYNTHETIC
SME000991,0.036626,R03,0,1,2026-05-22,NONE,True,True,CONTROLLED_SYNTHETIC
SME000992,0.019372,R02,0,1,2026-01-20,NONE,True,False,CONTROLLED_SYNTHETIC
SME000993,0.031204,R03,0,1,2026-08-30,NONE,True,True,CONTROLLED_SYNTHETIC
SME000994,0.051713,R04,0,1,2026-10-31,NONE,True,True,CONTROLLED_SYNTHETIC
SME000995,0.031727,R03,0,1,2027-09-20,NONE,True,True,CONTROLLED_SYNTHETIC
SME000996,0.037618,R03,0,1,2026-10-10,NONE,True,False,CONTROLLED_SYNTHETIC
SME000997,0.009689,R02,30,2,2026-07-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME000998,0.092596,R06,0,1,2027-03-23,NONE,True,True,CONTROLLED_SYNTHETIC
SME000999,0.024773,R03,5,1,2027-10-03,NONE,True,True,CONTROLLED_SYNTHETIC
SME001000,0.024527,R03,5,1,2025-12-29,NONE,True,True,CONTROLLED_SYNTHETIC
SME001001,0.038722,R03,0,1,2027-06-19,NONE,True,True,CONTROLLED_SYNTHETIC
SME001002,0.032162,R03,0,1,2027-07-25,NONE,True,True,CONTROLLED_SYNTHETIC
SME001003,0.040984,R03,0,1,2026-05-09,LOW,True,True,CONTROLLED_SYNTHETIC
SME001004,0.041607,R03,0,1,2026-03-16,NONE,True,True,CONTROLLED_SYNTHETIC
SME001005,0.046817,R04,0,1,2026-09-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME001006,0.038761,R03,5,1,2027-04-24,NONE,True,True,CONTROLLED_SYNTHETIC
SME001007,0.107298,R06,0,1,2026-03-15,NONE,False,True,CONTROLLED_SYNTHETIC
SME001008,0.057983,R04,0,1,2027-03-27,NONE,True,True,CONTROLLED_SYNTHETIC
SME001009,0.020210,R02,0,1,2025-12-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME001010,0.047107,R04,0,1,2027-05-08,NONE,True,True,CONTROLLED_SYNTHETIC
SME001011,0.008219,R02,0,1,2026-04-12,NONE,True,False,CONTROLLED_SYNTHETIC
SME001012,0.020159,R02,90,3,2026-05-17,NONE,True,True,CONTROLLED_SYNTHETIC
SME001013,0.050034,R04,0,1,2026-11-15,NONE,True,True,CONTROLLED_SYNTHETIC
SME001014,0.038452,R03,0,1,2027-05-16,NONE,True,False,CONTROLLED_SYNTHETIC
SME001015,0.040669,R03,0,1,2027-05-18,NONE,True,True,CONTROLLED_SYNTHETIC
SME001016,0.046001,R04,0,1,2027-08-10,NONE,True,True,CONTROLLED_SYNTHETIC
SME001017,0.054116,R04,0,1,2027-01-21,NONE,True,True,CONTROLLED_SYNTHETIC
SME001018,0.058497,R04,0,1,2027-05-04,NONE,True,True,CONTROLLED_SYNTHETIC
SME001019,0.024397,R03,0,1,2025-12-05,NONE,True,True,CONTROLLED_SYNTHETIC
SME001020,0.066610,R04,0,1,2026-01-12,NONE,True,True,CONTROLLED_SYNTHETIC
