customer_id,customer_label,rm_id,region,sector,size_band,legal_form,onboarding_date,relationship_tenure_months,annual_turnover_try,employees,exporter_flag,importer_flag,digital_engagement_score,contact_permission,preferred_channel,data_class
SME000276,Synthetic SME 000276,RM038,Aegean,Manufacturing,MICRO,LIMITED,2015-10-04,130,2473477.610000,7,False,True,82.770000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000277,Synthetic SME 000277,RM026,Black Sea,Professional Services,MICRO,LIMITED,2022-07-08,49,4811183.080000,4,False,False,73.600000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000278,Synthetic SME 000278,RM009,Marmara,Hospitality,SMALL,LIMITED,2019-03-14,89,24857254.750000,11,True,False,77.310000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000279,Synthetic SME 000279,RM007,Central Anatolia,Construction,SMALL,LIMITED,2015-09-23,130,51083952.730000,45,False,False,70.730000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000280,Synthetic SME 000280,RM043,Mediterranean,Technology,SMALL,LIMITED,2025-11-22,8,21838224.440000,30,False,False,86.920000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000281,Synthetic SME 000281,RM036,Marmara,Manufacturing,SMALL,JOINT_STOCK,2025-07-29,12,64279592.550000,20,False,False,20.460000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000282,Synthetic SME 000282,RM022,Central Anatolia,Healthcare,MICRO,LIMITED,2015-05-30,134,10056808.690000,2,False,True,55.830000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000283,Synthetic SME 000283,RM007,Central Anatolia,Professional Services,SMALL,LIMITED,2017-08-30,107,25394160.920000,18,True,True,29.470000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000284,Synthetic SME 000284,RM030,Central Anatolia,Hospitality,SMALL,LIMITED,2024-10-14,22,62202829.170000,39,False,False,48.290000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000285,Synthetic SME 000285,RM041,Marmara,Technology,MICRO,LIMITED,2020-06-12,74,7339418.630000,5,False,False,74.050000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000286,Synthetic SME 000286,RM010,Central Anatolia,Wholesale Trade,SMALL,LIMITED,2019-11-16,81,14197485.860000,16,False,True,74.090000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000287,Synthetic SME 000287,RM019,Aegean,Transportation,MICRO,LIMITED,2016-10-13,118,5804111.680000,4,True,False,58.560000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000288,Synthetic SME 000288,RM002,Marmara,Retail Trade,MEDIUM,SOLE_PROPRIETOR,2023-08-30,35,93616436.930000,165,False,True,31.070000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000289,Synthetic SME 000289,RM030,Central Anatolia,Agriculture,MICRO,LIMITED,2015-05-06,135,4426044.820000,3,False,False,63.440000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000290,Synthetic SME 000290,RM009,Marmara,Manufacturing,SMALL,JOINT_STOCK,2023-12-20,32,30964536.110000,41,False,False,99.300000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000291,Synthetic SME 000291,RM016,Mediterranean,Professional Services,SMALL,LIMITED,2020-10-07,70,22573285.750000,25,False,False,57.730000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000292,Synthetic SME 000292,RM029,Marmara,Hospitality,SMALL,LIMITED,2018-06-03,98,60149732.350000,36,True,False,68.630000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000293,Synthetic SME 000293,RM015,Marmara,Healthcare,SMALL,LIMITED,2021-07-20,61,26497793.380000,34,False,False,70.900000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000294,Synthetic SME 000294,RM004,Central Anatolia,Agriculture,MICRO,SOLE_PROPRIETOR,2018-04-08,100,8344265.870000,3,False,False,23.540000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000295,Synthetic SME 000295,RM007,Central Anatolia,Agriculture,SMALL,JOINT_STOCK,2025-11-11,9,29517891.580000,14,False,False,59.210000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000296,Synthetic SME 000296,RM001,Mediterranean,Wholesale Trade,MICRO,LIMITED,2016-02-20,125,8918379.210000,5,False,False,57.230000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000297,Synthetic SME 000297,RM029,Marmara,Hospitality,MICRO,LIMITED,2026-01-18,7,2111385.470000,9,False,True,69.170000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000298,Synthetic SME 000298,RM044,Eastern,Manufacturing,MEDIUM,LIMITED,2017-04-26,111,129444259.330000,208,False,False,68.880000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000299,Synthetic SME 000299,RM013,Black Sea,Technology,MICRO,JOINT_STOCK,2025-05-14,15,5377910.160000,5,False,False,32.020000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000300,Synthetic SME 000300,RM015,Marmara,Construction,MICRO,SOLE_PROPRIETOR,2025-12-11,8,15799564.430000,6,False,True,47.090000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000301,Synthetic SME 000301,RM001,Mediterranean,Hospitality,MICRO,JOINT_STOCK,2017-05-15,111,7908033.380000,8,False,True,57.270000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000302,Synthetic SME 000302,RM018,Mediterranean,Construction,SMALL,JOINT_STOCK,2019-08-01,84,20595179.240000,47,True,False,53.080000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000303,Synthetic SME 000303,RM002,Marmara,Hospitality,MICRO,JOINT_STOCK,2019-11-06,81,30884238.040000,3,False,True,90.570000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000304,Synthetic SME 000304,RM029,Marmara,Manufacturing,SMALL,LIMITED,2020-03-02,77,25979662.650000,11,True,False,71.450000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000305,Synthetic SME 000305,RM012,Central Anatolia,Hospitality,SMALL,LIMITED,2023-03-06,41,20521086.450000,10,False,False,54.620000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000306,Synthetic SME 000306,RM011,Black Sea,Manufacturing,SMALL,JOINT_STOCK,2018-12-18,92,25070018.120000,27,False,False,47.300000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000307,Synthetic SME 000307,RM047,Central Anatolia,Wholesale Trade,SMALL,LIMITED,2018-06-13,98,56817300.800000,14,False,True,76.610000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000308,Synthetic SME 000308,RM019,Aegean,Manufacturing,SMALL,SOLE_PROPRIETOR,2022-12-01,44,21552899.540000,49,False,False,61.510000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000309,Synthetic SME 000309,RM001,Mediterranean,Technology,SMALL,JOINT_STOCK,2015-05-06,135,59522423.570000,40,False,True,82.880000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000310,Synthetic SME 000310,RM041,Marmara,Technology,SMALL,SOLE_PROPRIETOR,2016-11-27,116,34755271.730000,15,True,False,63.080000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000311,Synthetic SME 000311,RM046,Mediterranean,Construction,SMALL,LIMITED,2016-05-27,122,20032874.560000,45,False,False,85.890000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000312,Synthetic SME 000312,RM037,Aegean,Technology,MEDIUM,SOLE_PROPRIETOR,2024-10-07,22,83341700.010000,145,True,False,45.210000,False,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000313,Synthetic SME 000313,RM045,Aegean,Hospitality,MICRO,LIMITED,2018-01-01,103,5688417.090000,7,False,True,81.920000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000314,Synthetic SME 000314,RM010,Central Anatolia,Construction,MICRO,LIMITED,2023-01-04,43,3869666.780000,9,False,False,85.750000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000315,Synthetic SME 000315,RM030,Central Anatolia,Hospitality,MICRO,SOLE_PROPRIETOR,2016-05-21,122,4790002.980000,7,False,False,69.270000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000316,Synthetic SME 000316,RM047,Central Anatolia,Professional Services,MEDIUM,LIMITED,2015-10-25,129,354683763.190000,152,True,True,81.150000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000317,Synthetic SME 000317,RM007,Central Anatolia,Professional Services,MICRO,JOINT_STOCK,2025-07-02,13,11718505.320000,3,False,False,81.450000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000318,Synthetic SME 000318,RM045,Aegean,Manufacturing,MICRO,SOLE_PROPRIETOR,2025-02-05,18,31663631.190000,3,False,False,85.200000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000319,Synthetic SME 000319,RM009,Marmara,Manufacturing,MICRO,JOINT_STOCK,2021-05-26,62,36426699.040000,7,False,False,52.850000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000320,Synthetic SME 000320,RM015,Marmara,Agriculture,MICRO,LIMITED,2021-08-28,59,19954608.920000,5,False,False,87.590000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000321,Synthetic SME 000321,RM041,Marmara,Healthcare,MICRO,LIMITED,2018-01-31,102,13100393.300000,3,False,False,65.210000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000322,Synthetic SME 000322,RM002,Marmara,Construction,MICRO,JOINT_STOCK,2018-05-04,99,14196762.040000,4,True,True,85.590000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000323,Synthetic SME 000323,RM034,Aegean,Hospitality,SMALL,JOINT_STOCK,2023-01-12,43,23364178.070000,17,True,False,23.260000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000324,Synthetic SME 000324,RM010,Central Anatolia,Hospitality,MICRO,LIMITED,2023-01-24,42,21068015.240000,2,True,False,68.650000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000325,Synthetic SME 000325,RM033,Mediterranean,Construction,MICRO,JOINT_STOCK,2020-05-01,75,4620432.830000,2,True,False,71.320000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000326,Synthetic SME 000326,RM009,Marmara,Construction,SMALL,LIMITED,2020-03-01,77,36060879.240000,19,True,False,46.910000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000327,Synthetic SME 000327,RM009,Marmara,Agriculture,MEDIUM,SOLE_PROPRIETOR,2019-09-17,83,193107287.200000,77,True,True,81.730000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000328,Synthetic SME 000328,RM018,Mediterranean,Manufacturing,SMALL,LIMITED,2023-03-22,40,128673202.400000,36,False,True,72.640000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000329,Synthetic SME 000329,RM035,Central Anatolia,Healthcare,SMALL,JOINT_STOCK,2016-12-09,116,24797082.200000,34,False,False,60.980000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000330,Synthetic SME 000330,RM019,Aegean,Manufacturing,MEDIUM,LIMITED,2023-02-23,41,152997115.650000,108,False,True,78.210000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000331,Synthetic SME 000331,RM041,Marmara,Construction,SMALL,SOLE_PROPRIETOR,2022-11-03,45,37544324.360000,40,False,False,36.070000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000332,Synthetic SME 000332,RM025,Black Sea,Agriculture,MICRO,SOLE_PROPRIETOR,2022-04-16,52,15151311.190000,9,False,False,81.580000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000333,Synthetic SME 000333,RM020,Mediterranean,Transportation,SMALL,LIMITED,2019-05-28,86,54456764.940000,26,False,False,63.320000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000334,Synthetic SME 000334,RM002,Marmara,Hospitality,MEDIUM,LIMITED,2024-07-28,24,185433253.540000,136,True,False,59.110000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000335,Synthetic SME 000335,RM016,Mediterranean,Agriculture,MEDIUM,LIMITED,2025-07-04,13,125254673.390000,63,True,False,24.850000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000336,Synthetic SME 000336,RM021,Marmara,Manufacturing,MICRO,SOLE_PROPRIETOR,2020-01-22,78,4456824.310000,6,False,True,57.370000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000337,Synthetic SME 000337,RM032,Aegean,Retail Trade,SMALL,JOINT_STOCK,2018-12-31,91,27651274.120000,15,False,False,49.500000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000338,Synthetic SME 000338,RM007,Central Anatolia,Healthcare,MICRO,LIMITED,2022-06-10,50,10065300.540000,2,True,False,47.190000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000339,Synthetic SME 000339,RM022,Central Anatolia,Professional Services,MEDIUM,LIMITED,2017-05-07,111,207064446.850000,73,False,False,62.000000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000340,Synthetic SME 000340,RM013,Black Sea,Hospitality,MICRO,LIMITED,2015-10-24,129,4738098.600000,2,False,False,92.770000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000341,Synthetic SME 000341,RM015,Marmara,Professional Services,MEDIUM,SOLE_PROPRIETOR,2025-07-25,12,127522083.800000,85,False,False,53.000000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000342,Synthetic SME 000342,RM016,Mediterranean,Technology,SMALL,JOINT_STOCK,2023-07-07,37,67381255.200000,26,False,False,78.580000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000343,Synthetic SME 000343,RM026,Black Sea,Agriculture,MICRO,JOINT_STOCK,2015-07-26,132,3649600.980000,5,False,True,92.480000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000344,Synthetic SME 000344,RM038,Aegean,Wholesale Trade,SMALL,LIMITED,2016-12-18,116,23372318.970000,45,False,False,53.810000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000345,Synthetic SME 000345,RM048,Eastern,Technology,MICRO,JOINT_STOCK,2018-05-01,99,3939937.430000,8,False,False,47.490000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000346,Synthetic SME 000346,RM015,Marmara,Manufacturing,SMALL,LIMITED,2022-08-07,48,12697138.080000,28,False,False,75.090000,False,RM_CALL,CONTROLLED_SYNTHETIC
SME000347,Synthetic SME 000347,RM047,Central Anatolia,Wholesale Trade,MICRO,LIMITED,2022-05-25,50,2101781.380000,9,False,False,64.050000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000348,Synthetic SME 000348,RM033,Mediterranean,Technology,MICRO,LIMITED,2020-08-14,72,36612968.310000,4,False,True,77.240000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000349,Synthetic SME 000349,RM045,Aegean,Retail Trade,MEDIUM,LIMITED,2019-12-26,79,255933984.600000,167,False,True,65.450000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000350,Synthetic SME 000350,RM036,Marmara,Professional Services,SMALL,LIMITED,2020-10-13,70,51286716.380000,12,False,False,74.400000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000351,Synthetic SME 000351,RM039,Eastern,Transportation,MICRO,LIMITED,2024-01-26,30,5839570.890000,3,False,False,86.670000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000352,Synthetic SME 000352,RM029,Marmara,Healthcare,SMALL,LIMITED,2024-04-10,28,41734261.420000,41,False,False,52.600000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000353,Synthetic SME 000353,RM033,Mediterranean,Professional Services,MICRO,SOLE_PROPRIETOR,2016-07-15,121,12556789.740000,3,False,False,69.720000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000354,Synthetic SME 000354,RM002,Marmara,Manufacturing,MICRO,LIMITED,2020-02-17,78,8412740.850000,2,False,False,70.020000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000355,Synthetic SME 000355,RM045,Aegean,Hospitality,SMALL,JOINT_STOCK,2022-03-06,53,19214881.030000,10,False,False,72.580000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000356,Synthetic SME 000356,RM045,Aegean,Technology,SMALL,JOINT_STOCK,2020-03-05,77,44469253.550000,15,False,True,76.610000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000357,Synthetic SME 000357,RM008,Marmara,Professional Services,SMALL,JOINT_STOCK,2021-12-23,55,24940439.840000,13,False,False,57.370000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000358,Synthetic SME 000358,RM032,Aegean,Transportation,MICRO,SOLE_PROPRIETOR,2022-12-26,43,16177536.370000,6,False,False,49.180000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000359,Synthetic SME 000359,RM012,Central Anatolia,Retail Trade,SMALL,LIMITED,2023-11-04,33,19422752.340000,16,False,True,80.470000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000360,Synthetic SME 000360,RM018,Mediterranean,Retail Trade,MEDIUM,JOINT_STOCK,2022-04-06,52,52602418.870000,165,False,True,52.840000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000361,Synthetic SME 000361,RM010,Central Anatolia,Healthcare,MICRO,SOLE_PROPRIETOR,2019-07-23,84,7810949.880000,5,True,False,5.730000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000362,Synthetic SME 000362,RM035,Central Anatolia,Transportation,MICRO,LIMITED,2023-12-23,31,6508810.670000,6,False,False,27.370000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000363,Synthetic SME 000363,RM038,Aegean,Wholesale Trade,MICRO,SOLE_PROPRIETOR,2015-05-13,135,2055552.380000,5,True,False,66.770000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000364,Synthetic SME 000364,RM006,Aegean,Transportation,SMALL,LIMITED,2019-11-11,81,5123914.800000,36,False,False,61.000000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000365,Synthetic SME 000365,RM036,Marmara,Construction,MICRO,LIMITED,2024-08-13,24,9460521.860000,5,False,False,81.700000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000366,Synthetic SME 000366,RM006,Aegean,Construction,MICRO,LIMITED,2021-03-11,65,4400831.770000,2,False,False,57.890000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000367,Synthetic SME 000367,RM011,Black Sea,Transportation,MICRO,JOINT_STOCK,2021-10-31,57,13058689.030000,2,False,True,28.510000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000368,Synthetic SME 000368,RM018,Mediterranean,Construction,MICRO,LIMITED,2021-03-22,64,19253054.640000,8,False,False,93.540000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000369,Synthetic SME 000369,RM016,Mediterranean,Agriculture,SMALL,LIMITED,2017-08-22,107,40791149.040000,29,False,True,52.710000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000370,Synthetic SME 000370,RM010,Central Anatolia,Agriculture,SMALL,SOLE_PROPRIETOR,2021-12-20,55,27500891.850000,46,False,True,51.690000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000371,Synthetic SME 000371,RM032,Aegean,Wholesale Trade,MICRO,LIMITED,2016-02-04,126,10404444.110000,4,False,False,51.460000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000372,Synthetic SME 000372,RM008,Marmara,Healthcare,MEDIUM,LIMITED,2019-03-30,88,66379625.290000,160,True,False,62.860000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000373,Synthetic SME 000373,RM021,Marmara,Wholesale Trade,SMALL,JOINT_STOCK,2025-03-22,16,15171736.710000,22,True,False,70.000000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000374,Synthetic SME 000374,RM027,Eastern,Professional Services,SMALL,LIMITED,2022-10-22,45,24239984.450000,43,False,False,37.550000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000375,Synthetic SME 000375,RM008,Marmara,Professional Services,MICRO,LIMITED,2021-02-09,66,7237512.060000,3,True,False,34.080000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000376,Synthetic SME 000376,RM036,Marmara,Hospitality,SMALL,JOINT_STOCK,2021-11-08,57,9436738.660000,14,False,False,71.430000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000377,Synthetic SME 000377,RM030,Central Anatolia,Technology,SMALL,LIMITED,2023-03-09,41,28919666.040000,20,False,False,59.670000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000378,Synthetic SME 000378,RM016,Mediterranean,Professional Services,MEDIUM,SOLE_PROPRIETOR,2021-09-02,59,39505656.310000,156,True,False,73.750000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000379,Synthetic SME 000379,RM035,Central Anatolia,Wholesale Trade,MICRO,JOINT_STOCK,2024-02-09,30,13826505.560000,6,False,False,51.790000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000380,Synthetic SME 000380,RM045,Aegean,Manufacturing,MICRO,LIMITED,2025-02-02,18,3493291.240000,9,True,False,62.550000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000381,Synthetic SME 000381,RM029,Marmara,Retail Trade,MICRO,LIMITED,2016-11-19,116,4048762.700000,4,False,False,84.550000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000382,Synthetic SME 000382,RM006,Aegean,Healthcare,MEDIUM,SOLE_PROPRIETOR,2020-03-04,77,71878801.920000,78,True,True,56.230000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000383,Synthetic SME 000383,RM019,Aegean,Retail Trade,SMALL,LIMITED,2016-01-02,127,13423263.530000,32,True,True,45.810000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000384,Synthetic SME 000384,RM001,Mediterranean,Transportation,MICRO,JOINT_STOCK,2016-01-18,127,9235917.810000,6,True,True,87.650000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000385,Synthetic SME 000385,RM009,Marmara,Construction,SMALL,LIMITED,2023-01-15,43,25166389.100000,39,False,False,4.700000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000386,Synthetic SME 000386,RM022,Central Anatolia,Retail Trade,MICRO,LIMITED,2018-11-06,93,25226697.080000,4,False,False,49.730000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000387,Synthetic SME 000387,RM037,Aegean,Wholesale Trade,MICRO,LIMITED,2022-09-14,47,8253101.760000,3,False,False,52.840000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000388,Synthetic SME 000388,RM016,Mediterranean,Hospitality,MICRO,SOLE_PROPRIETOR,2024-01-05,31,16181935.000000,3,False,False,48.070000,False,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000389,Synthetic SME 000389,RM036,Marmara,Manufacturing,SMALL,LIMITED,2015-04-27,135,43392127.610000,41,False,False,78.630000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000390,Synthetic SME 000390,RM043,Mediterranean,Transportation,MICRO,JOINT_STOCK,2019-06-27,85,22004169.130000,6,False,False,72.440000,False,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000391,Synthetic SME 000391,RM045,Aegean,Technology,MICRO,LIMITED,2019-04-19,88,2985179.010000,7,False,False,72.470000,True,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000392,Synthetic SME 000392,RM029,Marmara,Agriculture,MICRO,SOLE_PROPRIETOR,2022-08-09,48,36082445.550000,2,False,False,64.820000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000393,Synthetic SME 000393,RM007,Central Anatolia,Technology,MICRO,SOLE_PROPRIETOR,2016-02-04,126,4941334.210000,4,False,False,90.170000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000394,Synthetic SME 000394,RM004,Central Anatolia,Wholesale Trade,MICRO,LIMITED,2015-08-12,132,13217782.340000,2,False,False,43.120000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000395,Synthetic SME 000395,RM036,Marmara,Retail Trade,MICRO,LIMITED,2019-05-21,86,8572348.220000,8,False,False,51.780000,False,RM_CALL,CONTROLLED_SYNTHETIC
SME000396,Synthetic SME 000396,RM021,Marmara,Agriculture,SMALL,LIMITED,2025-04-15,16,13232656.160000,45,False,True,68.100000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000397,Synthetic SME 000397,RM030,Central Anatolia,Construction,SMALL,JOINT_STOCK,2022-09-21,46,14635017.910000,44,False,False,49.250000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000398,Synthetic SME 000398,RM017,Aegean,Transportation,MICRO,LIMITED,2020-12-01,68,1858928.190000,6,False,True,79.130000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000399,Synthetic SME 000399,RM047,Central Anatolia,Retail Trade,MEDIUM,LIMITED,2016-07-17,121,162532811.640000,55,False,False,79.980000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000400,Synthetic SME 000400,RM035,Central Anatolia,Healthcare,MICRO,LIMITED,2022-01-11,55,16362367.140000,4,True,False,43.920000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000401,Synthetic SME 000401,RM047,Central Anatolia,Agriculture,SMALL,SOLE_PROPRIETOR,2017-01-18,115,18868440.120000,34,False,False,67.250000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000402,Synthetic SME 000402,RM025,Black Sea,Professional Services,SMALL,LIMITED,2022-10-13,46,85485335.060000,37,False,False,37.870000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000403,Synthetic SME 000403,RM008,Marmara,Transportation,SMALL,JOINT_STOCK,2025-11-07,9,39791830.970000,47,False,False,58.230000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000404,Synthetic SME 000404,RM007,Central Anatolia,Wholesale Trade,SMALL,LIMITED,2015-12-31,127,21779481.550000,29,False,False,91.570000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000405,Synthetic SME 000405,RM030,Central Anatolia,Retail Trade,SMALL,JOINT_STOCK,2016-12-21,115,24915366.130000,44,False,False,41.580000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000406,Synthetic SME 000406,RM031,Black Sea,Retail Trade,SMALL,LIMITED,2018-05-07,99,30059190.950000,48,False,True,48.660000,False,VIDEO_MEETING,CONTROLLED_SYNTHETIC
SME000407,Synthetic SME 000407,RM029,Marmara,Manufacturing,SMALL,JOINT_STOCK,2021-01-23,66,25129023.720000,35,True,False,64.190000,False,BRANCH,CONTROLLED_SYNTHETIC
SME000408,Synthetic SME 000408,RM047,Central Anatolia,Transportation,SMALL,JOINT_STOCK,2024-06-24,25,31217787.560000,42,False,False,50.830000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000409,Synthetic SME 000409,RM008,Marmara,Technology,MICRO,LIMITED,2015-09-16,131,5784223.160000,7,False,False,78.310000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000410,Synthetic SME 000410,RM009,Marmara,Hospitality,SMALL,LIMITED,2021-07-28,60,62061777.260000,21,False,False,70.610000,True,BRANCH,CONTROLLED_SYNTHETIC
SME000411,Synthetic SME 000411,RM043,Mediterranean,Technology,MICRO,LIMITED,2015-07-28,132,11682843.570000,8,False,True,84.030000,True,SECURE_MESSAGE,CONTROLLED_SYNTHETIC
SME000412,Synthetic SME 000412,RM047,Central Anatolia,Hospitality,MICRO,LIMITED,2024-10-22,21,9476389.010000,8,False,False,81.900000,True,RM_CALL,CONTROLLED_SYNTHETIC
SME000413,Synthetic SME 000413,RM004,Central Anatolia,Technology,MICRO,JOINT_STOCK,2025-08-17,12,10862963.080000,4,False,False,61.250000,True,BRANCH,CONTROLLED_SYNTHETIC
