holding_id,customer_id,product_code,opened_date,exposure_try,annual_gross_income_try,active_flag,data_class
H0001480,SME001786,POS_MERCHANT_ACQUIRING,2022-01-29,7172197.040000,50779.140000,True,CONTROLLED_SYNTHETIC
H0001481,SME001791,POS_MERCHANT_ACQUIRING,2026-02-04,536905.040000,15431.330000,True,CONTROLLED_SYNTHETIC
H0001482,SME001794,POS_MERCHANT_ACQUIRING,2020-12-13,656880.400000,15323.860000,True,CONTROLLED_SYNTHETIC
H0001483,SME001799,POS_MERCHANT_ACQUIRING,2020-07-07,10849970.600000,156717.680000,True,CONTROLLED_SYNTHETIC
H0001484,SME001806,POS_MERCHANT_ACQUIRING,2024-07-09,22631502.320000,834155.100000,True,CONTROLLED_SYNTHETIC
H0001485,SME001816,POS_MERCHANT_ACQUIRING,2023-07-16,1431490.520000,68040.080000,True,CONTROLLED_SYNTHETIC
H0001486,SME001817,POS_MERCHANT_ACQUIRING,2020-10-01,1472119.880000,67329.270000,True,CONTROLLED_SYNTHETIC
H0001487,SME001821,POS_MERCHANT_ACQUIRING,2020-02-11,984824.320000,19321.690000,True,CONTROLLED_SYNTHETIC
H0001488,SME001824,POS_MERCHANT_ACQUIRING,2024-02-22,1312227.600000,17965.000000,True,CONTROLLED_SYNTHETIC
H0001489,SME001825,POS_MERCHANT_ACQUIRING,2022-07-01,7034095.640000,43343.790000,True,CONTROLLED_SYNTHETIC
H0001490,SME001827,POS_MERCHANT_ACQUIRING,2022-05-08,934420.040000,46779.810000,True,CONTROLLED_SYNTHETIC
H0001491,SME001834,POS_MERCHANT_ACQUIRING,2024-05-27,6854074.400000,230248.300000,True,CONTROLLED_SYNTHETIC
H0001492,SME001836,POS_MERCHANT_ACQUIRING,2022-07-06,4129808.280000,219310.980000,True,CONTROLLED_SYNTHETIC
H0001493,SME001837,POS_MERCHANT_ACQUIRING,2025-02-12,9517969.240000,401453.150000,True,CONTROLLED_SYNTHETIC
H0001494,SME001839,POS_MERCHANT_ACQUIRING,2020-03-06,659707.400000,14851.990000,True,CONTROLLED_SYNTHETIC
H0001495,SME001841,POS_MERCHANT_ACQUIRING,2024-08-24,85358920.600000,3720662.980000,True,CONTROLLED_SYNTHETIC
H0001496,SME001842,POS_MERCHANT_ACQUIRING,2022-08-12,2904622.440000,30875.040000,True,CONTROLLED_SYNTHETIC
H0001497,SME001843,POS_MERCHANT_ACQUIRING,2025-03-22,1968475.880000,83497.500000,True,CONTROLLED_SYNTHETIC
H0001498,SME001845,POS_MERCHANT_ACQUIRING,2020-08-07,355700.840000,14922.200000,True,CONTROLLED_SYNTHETIC
H0001499,SME001855,POS_MERCHANT_ACQUIRING,2022-10-18,6902367.840000,180426.220000,True,CONTROLLED_SYNTHETIC
H0001500,SME001859,POS_MERCHANT_ACQUIRING,2022-11-03,6707749.360000,166732.240000,True,CONTROLLED_SYNTHETIC
H0001501,SME001868,POS_MERCHANT_ACQUIRING,2025-12-11,19498134.120000,718028.680000,True,CONTROLLED_SYNTHETIC
H0001502,SME001869,POS_MERCHANT_ACQUIRING,2025-12-21,21769717.760000,1107982.920000,True,CONTROLLED_SYNTHETIC
H0001503,SME001872,POS_MERCHANT_ACQUIRING,2022-02-19,1862330.760000,42530.200000,True,CONTROLLED_SYNTHETIC
H0001504,SME001877,POS_MERCHANT_ACQUIRING,2024-08-29,17665206.240000,204583.740000,True,CONTROLLED_SYNTHETIC
H0001505,SME001879,POS_MERCHANT_ACQUIRING,2022-11-11,6102839.880000,53620.330000,True,CONTROLLED_SYNTHETIC
H0001506,SME001883,POS_MERCHANT_ACQUIRING,2025-05-07,878672.600000,4131.650000,True,CONTROLLED_SYNTHETIC
H0001507,SME001890,POS_MERCHANT_ACQUIRING,2024-11-09,99920.680000,714.710000,True,CONTROLLED_SYNTHETIC
H0001508,SME001891,POS_MERCHANT_ACQUIRING,2022-11-09,9521447.120000,277089.200000,True,CONTROLLED_SYNTHETIC
H0001509,SME001895,POS_MERCHANT_ACQUIRING,2025-08-28,3433242.600000,132934.810000,True,CONTROLLED_SYNTHETIC
H0001510,SME001898,POS_MERCHANT_ACQUIRING,2023-07-23,6986506.960000,29222.930000,True,CONTROLLED_SYNTHETIC
H0001511,SME001908,POS_MERCHANT_ACQUIRING,2022-11-30,78648.640000,1507.430000,True,CONTROLLED_SYNTHETIC
H0001512,SME001911,POS_MERCHANT_ACQUIRING,2025-09-16,10721436.400000,534563.380000,True,CONTROLLED_SYNTHETIC
H0001513,SME001913,POS_MERCHANT_ACQUIRING,2021-10-30,34476571.920000,1145462.300000,True,CONTROLLED_SYNTHETIC
H0001514,SME001916,POS_MERCHANT_ACQUIRING,2020-05-08,250203.920000,7603.820000,True,CONTROLLED_SYNTHETIC
H0001515,SME001922,POS_MERCHANT_ACQUIRING,2025-08-12,4591951.520000,136212.790000,True,CONTROLLED_SYNTHETIC
H0001516,SME001937,POS_MERCHANT_ACQUIRING,2024-10-22,502598.320000,25584.990000,True,CONTROLLED_SYNTHETIC
H0001517,SME001939,POS_MERCHANT_ACQUIRING,2025-09-28,973293.760000,10025.180000,True,CONTROLLED_SYNTHETIC
H0001518,SME001957,POS_MERCHANT_ACQUIRING,2023-10-04,662843.560000,34838.650000,True,CONTROLLED_SYNTHETIC
H0001519,SME001964,POS_MERCHANT_ACQUIRING,2023-06-05,4200773.760000,188346.160000,True,CONTROLLED_SYNTHETIC
H0001520,SME001973,POS_MERCHANT_ACQUIRING,2021-09-03,910081.960000,7136.500000,True,CONTROLLED_SYNTHETIC
H0001521,SME001974,POS_MERCHANT_ACQUIRING,2025-04-12,636689.040000,33373.190000,True,CONTROLLED_SYNTHETIC
H0001522,SME001977,POS_MERCHANT_ACQUIRING,2025-12-18,347947.400000,8879.390000,True,CONTROLLED_SYNTHETIC
H0001523,SME001978,POS_MERCHANT_ACQUIRING,2025-09-24,4294640.360000,136665.250000,True,CONTROLLED_SYNTHETIC
H0001524,SME001982,POS_MERCHANT_ACQUIRING,2024-01-26,31758829.600000,246412.920000,True,CONTROLLED_SYNTHETIC
H0001525,SME001992,POS_MERCHANT_ACQUIRING,2023-08-16,611776.400000,14701.680000,True,CONTROLLED_SYNTHETIC
H0001526,SME001993,POS_MERCHANT_ACQUIRING,2022-04-12,957223.440000,27879.450000,True,CONTROLLED_SYNTHETIC
H0001527,SME001994,POS_MERCHANT_ACQUIRING,2023-11-26,1871833.000000,76689.840000,True,CONTROLLED_SYNTHETIC
H0001528,SME001995,POS_MERCHANT_ACQUIRING,2024-12-26,370130.360000,6693.480000,True,CONTROLLED_SYNTHETIC
H0001529,SME001997,POS_MERCHANT_ACQUIRING,2021-04-21,211955.600000,6876.100000,True,CONTROLLED_SYNTHETIC
H0001530,SME001998,POS_MERCHANT_ACQUIRING,2024-03-25,8304322.440000,319522.520000,True,CONTROLLED_SYNTHETIC
H0001531,SME002003,POS_MERCHANT_ACQUIRING,2023-10-31,2637370.920000,89124.140000,True,CONTROLLED_SYNTHETIC
H0001532,SME002012,POS_MERCHANT_ACQUIRING,2022-09-22,12100404.640000,408464.150000,True,CONTROLLED_SYNTHETIC
H0001533,SME002016,POS_MERCHANT_ACQUIRING,2023-02-15,1249948.600000,32803.110000,True,CONTROLLED_SYNTHETIC
H0001534,SME002020,POS_MERCHANT_ACQUIRING,2023-06-27,18187891.080000,576989.150000,True,CONTROLLED_SYNTHETIC
H0001535,SME002022,POS_MERCHANT_ACQUIRING,2020-07-03,2232036.520000,112552.520000,True,CONTROLLED_SYNTHETIC
H0001536,SME002023,POS_MERCHANT_ACQUIRING,2024-10-06,17127311.760000,163323.730000,True,CONTROLLED_SYNTHETIC
H0001537,SME002025,POS_MERCHANT_ACQUIRING,2024-04-12,2887043.760000,96712.550000,True,CONTROLLED_SYNTHETIC
H0001538,SME002027,POS_MERCHANT_ACQUIRING,2024-10-08,8410283.960000,452218.500000,True,CONTROLLED_SYNTHETIC
H0001539,SME002028,POS_MERCHANT_ACQUIRING,2020-11-21,537572.640000,15989.880000,True,CONTROLLED_SYNTHETIC
H0001540,SME002029,POS_MERCHANT_ACQUIRING,2025-09-07,1289222.560000,66168.140000,True,CONTROLLED_SYNTHETIC
H0001541,SME002033,POS_MERCHANT_ACQUIRING,2026-03-31,460229.200000,5353.930000,True,CONTROLLED_SYNTHETIC
H0001542,SME002037,POS_MERCHANT_ACQUIRING,2025-12-08,1457762.600000,56895.040000,True,CONTROLLED_SYNTHETIC
H0001543,SME002047,POS_MERCHANT_ACQUIRING,2022-08-27,88376757.600000,2267593.240000,True,CONTROLLED_SYNTHETIC
H0001544,SME002048,POS_MERCHANT_ACQUIRING,2024-05-14,88209543.720000,762043.140000,True,CONTROLLED_SYNTHETIC
H0001545,SME002059,POS_MERCHANT_ACQUIRING,2022-01-21,14774799.680000,226378.690000,True,CONTROLLED_SYNTHETIC
H0001546,SME002062,POS_MERCHANT_ACQUIRING,2024-03-31,2234229.520000,76357.820000,True,CONTROLLED_SYNTHETIC
H0001547,SME002063,POS_MERCHANT_ACQUIRING,2020-03-16,1576915.720000,46483.170000,True,CONTROLLED_SYNTHETIC
H0001548,SME002064,POS_MERCHANT_ACQUIRING,2021-03-04,3736066.160000,36920.030000,True,CONTROLLED_SYNTHETIC
H0001549,SME002071,POS_MERCHANT_ACQUIRING,2021-08-05,664249.040000,20862.500000,True,CONTROLLED_SYNTHETIC
H0001550,SME002073,POS_MERCHANT_ACQUIRING,2022-12-23,1554823.760000,77752.790000,True,CONTROLLED_SYNTHETIC
H0001551,SME002074,POS_MERCHANT_ACQUIRING,2025-04-29,1522100.200000,53748.850000,True,CONTROLLED_SYNTHETIC
H0001552,SME002078,POS_MERCHANT_ACQUIRING,2021-08-10,1179402.640000,19234.300000,True,CONTROLLED_SYNTHETIC
H0001553,SME002079,POS_MERCHANT_ACQUIRING,2023-03-03,11923375.400000,206689.090000,True,CONTROLLED_SYNTHETIC
H0001554,SME002080,POS_MERCHANT_ACQUIRING,2022-04-05,2378736.720000,24353.150000,True,CONTROLLED_SYNTHETIC
H0001555,SME002086,POS_MERCHANT_ACQUIRING,2020-10-03,487029.560000,8669.740000,True,CONTROLLED_SYNTHETIC
H0001556,SME002092,POS_MERCHANT_ACQUIRING,2022-11-29,2655839.360000,106120.880000,True,CONTROLLED_SYNTHETIC
H0001557,SME002097,POS_MERCHANT_ACQUIRING,2020-06-05,284357.080000,13228.970000,True,CONTROLLED_SYNTHETIC
H0001558,SME002098,POS_MERCHANT_ACQUIRING,2026-05-06,1284151.360000,57495.130000,True,CONTROLLED_SYNTHETIC
H0001559,SME002102,POS_MERCHANT_ACQUIRING,2026-02-23,43323625.360000,1478780.760000,True,CONTROLLED_SYNTHETIC
H0001560,SME002103,POS_MERCHANT_ACQUIRING,2024-07-18,9131134.160000,393721.270000,True,CONTROLLED_SYNTHETIC
H0001561,SME002107,POS_MERCHANT_ACQUIRING,2023-02-02,1574097.840000,38774.080000,True,CONTROLLED_SYNTHETIC
H0001562,SME002117,POS_MERCHANT_ACQUIRING,2022-04-27,2352922.640000,88423.700000,True,CONTROLLED_SYNTHETIC
H0001563,SME002119,POS_MERCHANT_ACQUIRING,2023-02-09,103418.960000,3206.200000,True,CONTROLLED_SYNTHETIC
H0001564,SME002120,POS_MERCHANT_ACQUIRING,2020-05-08,292125.760000,3020.740000,True,CONTROLLED_SYNTHETIC
H0001565,SME002132,POS_MERCHANT_ACQUIRING,2024-04-10,1297727.200000,50165.250000,True,CONTROLLED_SYNTHETIC
H0001566,SME002134,POS_MERCHANT_ACQUIRING,2023-01-22,226385.360000,12349.730000,True,CONTROLLED_SYNTHETIC
H0001567,SME002135,POS_MERCHANT_ACQUIRING,2024-06-13,2933052.280000,98542.630000,True,CONTROLLED_SYNTHETIC
H0001568,SME002143,POS_MERCHANT_ACQUIRING,2026-02-22,2275952.480000,118458.750000,True,CONTROLLED_SYNTHETIC
H0001569,SME002145,POS_MERCHANT_ACQUIRING,2024-06-04,20841615.680000,1031828.650000,True,CONTROLLED_SYNTHETIC
H0001570,SME002151,POS_MERCHANT_ACQUIRING,2023-11-29,342743.800000,14786.560000,True,CONTROLLED_SYNTHETIC
H0001571,SME002152,POS_MERCHANT_ACQUIRING,2024-05-15,758654.360000,4123.610000,True,CONTROLLED_SYNTHETIC
H0001572,SME002155,POS_MERCHANT_ACQUIRING,2022-08-28,3701956.880000,98287.250000,True,CONTROLLED_SYNTHETIC
H0001573,SME002162,POS_MERCHANT_ACQUIRING,2024-07-19,59714231.080000,289967.550000,True,CONTROLLED_SYNTHETIC
H0001574,SME002164,POS_MERCHANT_ACQUIRING,2022-07-07,1711891.640000,20843.080000,True,CONTROLLED_SYNTHETIC
H0001575,SME002180,POS_MERCHANT_ACQUIRING,2021-07-29,14704668.280000,299851.100000,True,CONTROLLED_SYNTHETIC
H0001576,SME002181,POS_MERCHANT_ACQUIRING,2026-02-09,7551760.520000,334869.130000,True,CONTROLLED_SYNTHETIC
H0001577,SME002196,POS_MERCHANT_ACQUIRING,2022-09-03,1065506.680000,18132.780000,True,CONTROLLED_SYNTHETIC
H0001578,SME002199,POS_MERCHANT_ACQUIRING,2025-08-10,18848893.240000,482977.860000,True,CONTROLLED_SYNTHETIC
H0001579,SME002201,POS_MERCHANT_ACQUIRING,2022-05-20,37483567.040000,1211327.400000,True,CONTROLLED_SYNTHETIC
H0001580,SME002202,POS_MERCHANT_ACQUIRING,2023-01-09,11964317.120000,124165.730000,True,CONTROLLED_SYNTHETIC
H0001581,SME002205,POS_MERCHANT_ACQUIRING,2026-01-27,28384330.160000,745167.480000,True,CONTROLLED_SYNTHETIC
H0001582,SME002212,POS_MERCHANT_ACQUIRING,2024-12-31,7435742.640000,194479.070000,True,CONTROLLED_SYNTHETIC
H0001583,SME002222,POS_MERCHANT_ACQUIRING,2025-02-13,9490678.160000,210154.380000,True,CONTROLLED_SYNTHETIC
H0001584,SME002223,POS_MERCHANT_ACQUIRING,2023-02-28,314252.840000,11671.820000,True,CONTROLLED_SYNTHETIC
H0001585,SME002227,POS_MERCHANT_ACQUIRING,2020-06-10,4392248.840000,29361.050000,True,CONTROLLED_SYNTHETIC
H0001586,SME002228,POS_MERCHANT_ACQUIRING,2020-12-06,12592739.280000,55513.610000,True,CONTROLLED_SYNTHETIC
H0001587,SME002233,POS_MERCHANT_ACQUIRING,2023-10-31,208649.160000,4192.940000,True,CONTROLLED_SYNTHETIC
H0001588,SME002240,POS_MERCHANT_ACQUIRING,2023-01-07,6318112.960000,271354.750000,True,CONTROLLED_SYNTHETIC
H0001589,SME002241,POS_MERCHANT_ACQUIRING,2022-05-28,2024767.200000,87937.610000,True,CONTROLLED_SYNTHETIC
H0001590,SME002251,POS_MERCHANT_ACQUIRING,2024-02-21,205117.280000,1414.800000,True,CONTROLLED_SYNTHETIC
H0001591,SME002256,POS_MERCHANT_ACQUIRING,2024-03-07,27896137.640000,1286117.910000,True,CONTROLLED_SYNTHETIC
H0001592,SME002259,POS_MERCHANT_ACQUIRING,2020-08-13,918209.320000,46067.230000,True,CONTROLLED_SYNTHETIC
H0001593,SME002265,POS_MERCHANT_ACQUIRING,2021-08-30,51992772.000000,1415517.310000,True,CONTROLLED_SYNTHETIC
H0001594,SME002273,POS_MERCHANT_ACQUIRING,2023-08-20,3759365.440000,152441.920000,True,CONTROLLED_SYNTHETIC
H0001595,SME002275,POS_MERCHANT_ACQUIRING,2025-07-29,1005953.120000,39206.900000,True,CONTROLLED_SYNTHETIC
H0001596,SME002276,POS_MERCHANT_ACQUIRING,2026-01-31,214727.920000,7963.320000,True,CONTROLLED_SYNTHETIC
H0001597,SME002280,POS_MERCHANT_ACQUIRING,2022-04-26,160286.480000,871.160000,True,CONTROLLED_SYNTHETIC
H0001598,SME002286,POS_MERCHANT_ACQUIRING,2022-05-14,1645736.200000,88362.950000,True,CONTROLLED_SYNTHETIC
H0001599,SME002295,POS_MERCHANT_ACQUIRING,2022-12-30,4039131.400000,178371.350000,True,CONTROLLED_SYNTHETIC
H0001600,SME002296,POS_MERCHANT_ACQUIRING,2023-04-22,3254644.320000,155067.380000,True,CONTROLLED_SYNTHETIC
H0001601,SME002307,POS_MERCHANT_ACQUIRING,2025-09-12,514999.560000,12394.720000,True,CONTROLLED_SYNTHETIC
H0001602,SME002310,POS_MERCHANT_ACQUIRING,2020-10-07,2805866.560000,61485.950000,True,CONTROLLED_SYNTHETIC
H0001603,SME002311,POS_MERCHANT_ACQUIRING,2025-09-06,2682185.040000,18272.230000,True,CONTROLLED_SYNTHETIC
H0001604,SME002313,POS_MERCHANT_ACQUIRING,2025-10-09,517331.840000,19868.770000,True,CONTROLLED_SYNTHETIC
H0001605,SME002316,POS_MERCHANT_ACQUIRING,2021-05-19,1293921.800000,38240.840000,True,CONTROLLED_SYNTHETIC
H0001606,SME002326,POS_MERCHANT_ACQUIRING,2024-02-27,298084.760000,11503.700000,True,CONTROLLED_SYNTHETIC
H0001607,SME002327,POS_MERCHANT_ACQUIRING,2025-02-22,6353070.720000,286252.250000,True,CONTROLLED_SYNTHETIC
H0001608,SME002333,POS_MERCHANT_ACQUIRING,2024-01-29,1432324.720000,42405.190000,True,CONTROLLED_SYNTHETIC
H0001609,SME002334,POS_MERCHANT_ACQUIRING,2022-01-16,10647031.800000,510961.600000,True,CONTROLLED_SYNTHETIC
H0001610,SME002338,POS_MERCHANT_ACQUIRING,2024-08-28,1298408.760000,19339.750000,True,CONTROLLED_SYNTHETIC
H0001611,SME002341,POS_MERCHANT_ACQUIRING,2021-04-05,3482665.880000,108287.290000,True,CONTROLLED_SYNTHETIC
H0001612,SME002344,POS_MERCHANT_ACQUIRING,2022-09-07,4037433.440000,132903.040000,True,CONTROLLED_SYNTHETIC
H0001613,SME002345,POS_MERCHANT_ACQUIRING,2025-02-13,47564515.040000,2390895.110000,True,CONTROLLED_SYNTHETIC
H0001614,SME002346,POS_MERCHANT_ACQUIRING,2025-10-20,139624.800000,907.370000,True,CONTROLLED_SYNTHETIC
H0001615,SME002347,POS_MERCHANT_ACQUIRING,2024-07-14,3712815.440000,185899.810000,True,CONTROLLED_SYNTHETIC
H0001616,SME002351,POS_MERCHANT_ACQUIRING,2022-04-19,199030.040000,10083.200000,True,CONTROLLED_SYNTHETIC
H0001617,SME002357,POS_MERCHANT_ACQUIRING,2025-06-28,5666266.240000,239016.590000,True,CONTROLLED_SYNTHETIC
H0001618,SME002358,POS_MERCHANT_ACQUIRING,2021-04-24,2991529.040000,48604.820000,True,CONTROLLED_SYNTHETIC
H0001619,SME002359,POS_MERCHANT_ACQUIRING,2024-12-25,55211349.240000,570140.850000,True,CONTROLLED_SYNTHETIC
H0001620,SME002360,POS_MERCHANT_ACQUIRING,2023-07-28,320768.560000,4556.620000,True,CONTROLLED_SYNTHETIC
H0001621,SME002363,POS_MERCHANT_ACQUIRING,2021-11-29,227607.600000,2880.770000,True,CONTROLLED_SYNTHETIC
H0001622,SME002364,POS_MERCHANT_ACQUIRING,2022-01-02,113216014.280000,1074115.250000,True,CONTROLLED_SYNTHETIC
H0001623,SME002368,POS_MERCHANT_ACQUIRING,2021-06-13,1100695.040000,26021.100000,True,CONTROLLED_SYNTHETIC
H0001624,SME002370,POS_MERCHANT_ACQUIRING,2025-06-22,9279061.560000,137992.500000,True,CONTROLLED_SYNTHETIC
H0001625,SME002373,POS_MERCHANT_ACQUIRING,2020-08-30,595498.400000,9959.770000,True,CONTROLLED_SYNTHETIC
H0001626,SME002376,POS_MERCHANT_ACQUIRING,2025-08-22,354899.440000,10979.920000,True,CONTROLLED_SYNTHETIC
H0001627,SME002377,POS_MERCHANT_ACQUIRING,2021-03-03,680230.640000,31373.520000,True,CONTROLLED_SYNTHETIC
H0001628,SME002380,POS_MERCHANT_ACQUIRING,2026-03-20,8120335.160000,377660.180000,True,CONTROLLED_SYNTHETIC
H0001629,SME002381,POS_MERCHANT_ACQUIRING,2023-03-06,494333.760000,27120.950000,True,CONTROLLED_SYNTHETIC
H0001630,SME002383,POS_MERCHANT_ACQUIRING,2026-03-23,5029133.760000,267668.350000,True,CONTROLLED_SYNTHETIC
H0001631,SME002390,POS_MERCHANT_ACQUIRING,2023-12-14,4448262.040000,48362.690000,True,CONTROLLED_SYNTHETIC
H0001632,SME002404,POS_MERCHANT_ACQUIRING,2023-03-17,525452.600000,14667.580000,True,CONTROLLED_SYNTHETIC
H0001633,SME002409,POS_MERCHANT_ACQUIRING,2024-11-03,3225433.320000,109622.850000,True,CONTROLLED_SYNTHETIC
H0001634,SME002413,POS_MERCHANT_ACQUIRING,2020-02-01,13070294.240000,321717.780000,True,CONTROLLED_SYNTHETIC
H0001635,SME002415,POS_MERCHANT_ACQUIRING,2020-06-21,277933.760000,2192.770000,True,CONTROLLED_SYNTHETIC
H0001636,SME002421,POS_MERCHANT_ACQUIRING,2024-09-24,418526.480000,13744.310000,True,CONTROLLED_SYNTHETIC
H0001637,SME002422,POS_MERCHANT_ACQUIRING,2021-03-16,443666.960000,8836.680000,True,CONTROLLED_SYNTHETIC
H0001638,SME002426,POS_MERCHANT_ACQUIRING,2020-08-25,205032.200000,9320.090000,True,CONTROLLED_SYNTHETIC
H0001639,SME002429,POS_MERCHANT_ACQUIRING,2025-06-03,824286.280000,25026.810000,True,CONTROLLED_SYNTHETIC
H0001640,SME002433,POS_MERCHANT_ACQUIRING,2024-03-05,17850602.440000,495487.860000,True,CONTROLLED_SYNTHETIC
H0001641,SME002440,POS_MERCHANT_ACQUIRING,2024-12-01,29352309.760000,520594.020000,True,CONTROLLED_SYNTHETIC
H0001642,SME002441,POS_MERCHANT_ACQUIRING,2022-02-17,6637532.160000,308144.750000,True,CONTROLLED_SYNTHETIC
H0001643,SME002445,POS_MERCHANT_ACQUIRING,2025-12-03,5467273.560000,228062.300000,True,CONTROLLED_SYNTHETIC
H0001644,SME002447,POS_MERCHANT_ACQUIRING,2022-07-11,291736.400000,6985.600000,True,CONTROLLED_SYNTHETIC
H0001645,SME002450,POS_MERCHANT_ACQUIRING,2021-01-17,3086836.280000,68900.890000,True,CONTROLLED_SYNTHETIC
H0001646,SME002452,POS_MERCHANT_ACQUIRING,2024-06-22,99385.200000,4687.890000,True,CONTROLLED_SYNTHETIC
H0001647,SME002458,POS_MERCHANT_ACQUIRING,2024-02-19,724763.200000,36739.130000,True,CONTROLLED_SYNTHETIC
H0001648,SME002465,POS_MERCHANT_ACQUIRING,2021-09-03,2091577.160000,36754.330000,True,CONTROLLED_SYNTHETIC
H0001649,SME002466,POS_MERCHANT_ACQUIRING,2025-10-26,414504.920000,14431.270000,True,CONTROLLED_SYNTHETIC
H0001650,SME002468,POS_MERCHANT_ACQUIRING,2020-05-02,6391934.960000,33863.800000,True,CONTROLLED_SYNTHETIC
H0001651,SME002469,POS_MERCHANT_ACQUIRING,2024-12-09,403213.480000,14198.430000,True,CONTROLLED_SYNTHETIC
H0001652,SME002479,POS_MERCHANT_ACQUIRING,2024-08-03,1461877.480000,71439.940000,True,CONTROLLED_SYNTHETIC
H0001653,SME002481,POS_MERCHANT_ACQUIRING,2021-03-06,3997879.400000,139666.730000,True,CONTROLLED_SYNTHETIC
H0001654,SME002488,POS_MERCHANT_ACQUIRING,2021-11-07,108653.800000,3185.460000,True,CONTROLLED_SYNTHETIC
H0001655,SME002490,POS_MERCHANT_ACQUIRING,2024-11-30,2311457.880000,53695.080000,True,CONTROLLED_SYNTHETIC
H0001656,SME002491,POS_MERCHANT_ACQUIRING,2025-03-13,169637.200000,7081.710000,True,CONTROLLED_SYNTHETIC
H0001657,SME002494,POS_MERCHANT_ACQUIRING,2020-10-18,3488102.800000,114168.620000,True,CONTROLLED_SYNTHETIC
H0001658,SME002500,POS_MERCHANT_ACQUIRING,2025-05-14,385783.320000,11594.230000,True,CONTROLLED_SYNTHETIC
H0001659,SME002503,POS_MERCHANT_ACQUIRING,2025-08-04,4040584.040000,125615.560000,True,CONTROLLED_SYNTHETIC
H0001660,SME002521,POS_MERCHANT_ACQUIRING,2024-05-30,73302037.080000,2618237.160000,True,CONTROLLED_SYNTHETIC
H0001661,SME002522,POS_MERCHANT_ACQUIRING,2025-06-05,44392143.080000,535476.870000,True,CONTROLLED_SYNTHETIC
H0001662,SME002524,POS_MERCHANT_ACQUIRING,2024-10-19,1049186.840000,46746.080000,True,CONTROLLED_SYNTHETIC
H0001663,SME002531,POS_MERCHANT_ACQUIRING,2020-04-13,7786589.000000,414971.980000,True,CONTROLLED_SYNTHETIC
H0001664,SME002537,POS_MERCHANT_ACQUIRING,2022-03-03,8364167.400000,42291.250000,True,CONTROLLED_SYNTHETIC
H0001665,SME002547,POS_MERCHANT_ACQUIRING,2024-07-22,316275.120000,13510.430000,True,CONTROLLED_SYNTHETIC
H0001666,SME002548,POS_MERCHANT_ACQUIRING,2025-03-10,8078304.160000,222004.090000,True,CONTROLLED_SYNTHETIC
H0001667,SME002549,POS_MERCHANT_ACQUIRING,2022-11-05,25600614.280000,148803.400000,True,CONTROLLED_SYNTHETIC
H0001668,SME002552,POS_MERCHANT_ACQUIRING,2020-04-01,423813.160000,19839.050000,True,CONTROLLED_SYNTHETIC
H0001669,SME002554,POS_MERCHANT_ACQUIRING,2020-12-09,1813210.120000,59005.500000,True,CONTROLLED_SYNTHETIC
H0001670,SME002556,POS_MERCHANT_ACQUIRING,2020-07-15,603091.440000,13546.530000,True,CONTROLLED_SYNTHETIC
H0001671,SME002562,POS_MERCHANT_ACQUIRING,2023-02-05,748415.040000,7944.070000,True,CONTROLLED_SYNTHETIC
H0001672,SME002563,POS_MERCHANT_ACQUIRING,2022-08-03,1644894.320000,26587.010000,True,CONTROLLED_SYNTHETIC
H0001673,SME002564,POS_MERCHANT_ACQUIRING,2022-05-17,15724996.720000,748600.630000,True,CONTROLLED_SYNTHETIC
H0001674,SME002565,POS_MERCHANT_ACQUIRING,2026-01-04,2997706.080000,56864.040000,True,CONTROLLED_SYNTHETIC
H0001675,SME002566,POS_MERCHANT_ACQUIRING,2024-11-19,10875610.800000,419227.360000,True,CONTROLLED_SYNTHETIC
H0001676,SME002570,POS_MERCHANT_ACQUIRING,2023-09-18,27020192.760000,157177.600000,True,CONTROLLED_SYNTHETIC
H0001677,SME002575,POS_MERCHANT_ACQUIRING,2020-12-12,4678932.000000,250850.480000,True,CONTROLLED_SYNTHETIC
H0001678,SME002584,POS_MERCHANT_ACQUIRING,2022-11-03,98110.000000,3545.010000,True,CONTROLLED_SYNTHETIC
H0001679,SME002588,POS_MERCHANT_ACQUIRING,2026-05-01,14890405.720000,196750.210000,True,CONTROLLED_SYNTHETIC
H0001680,SME002598,POS_MERCHANT_ACQUIRING,2021-04-13,11509938.760000,219107.530000,True,CONTROLLED_SYNTHETIC
H0001681,SME002602,POS_MERCHANT_ACQUIRING,2025-07-21,899096.600000,34727.050000,True,CONTROLLED_SYNTHETIC
H0001682,SME002604,POS_MERCHANT_ACQUIRING,2022-09-18,102548485.840000,5309901.110000,True,CONTROLLED_SYNTHETIC
H0001683,SME002606,POS_MERCHANT_ACQUIRING,2020-06-02,37171015.880000,1468765.840000,True,CONTROLLED_SYNTHETIC
H0001684,SME002609,POS_MERCHANT_ACQUIRING,2024-02-23,4939385.480000,201293.360000,True,CONTROLLED_SYNTHETIC
H0001685,SME002616,POS_MERCHANT_ACQUIRING,2022-03-05,6713950.160000,75711.660000,True,CONTROLLED_SYNTHETIC
H0001686,SME002621,POS_MERCHANT_ACQUIRING,2025-08-03,2662435.080000,112575.820000,True,CONTROLLED_SYNTHETIC
H0001687,SME002627,POS_MERCHANT_ACQUIRING,2026-01-26,328634.920000,1628.020000,True,CONTROLLED_SYNTHETIC
H0001688,SME002634,POS_MERCHANT_ACQUIRING,2025-12-17,19118567.200000,232769.690000,True,CONTROLLED_SYNTHETIC
